region,district,municipality,origin,alert_date,alert_hour,village_area,vegetation_area,farming_area,village_veget_area,total_area,intentional_cause,alert_day,alert_month,max_temperature,precipitation,min_temperature,avg_temperature,lat,lon
Beira Litoral,Coimbra,Coimbra,firepit,2014-05-15,09:22:00,0,0.007,0,0.007,0.007,1,15,May,30.5,0,17,22.8,40.2052777777778,-8.45305555555556
Algarve,Faro,Silves,firepit,2014-05-15,11:14:00,0,0.001,0,0.001,0.001,0,15,May,25,0,15.8,20.8,37.3358333333333,-8.33944444444444
Entre Douro e Minho,Braga,Vieira do Minho,fire,2014-05-15,21:27:00,0,6.5,0,6.5,6.5,0,15,May,30.1,0,14.1,21,41.6722222222222,-8.14555555555556
Entre Douro e Minho,Braga,Terras de Bouro,firepit,2014-05-16,10:17:00,0.15,0,0,0.15,0.15,0,16,May,31.2,0,14.2,21.3,41.7222222222222,-8.2925
Alentejo,Portalegre,Monforte,agriculture,2014-05-13,07:45:00,0,0,1e-04,0,1e-04,0,13,May,31.6,0,13.2,23.9,38.9844444444444,-7.42083333333333
Beira Interior,Castelo Branco,Fundão,firepit,2014-05-08,18:19:00,0.03,0,0,0.03,0.03,1,8,May,28.8,0,13.2,20.7,40.2472222222222,-7.29111111111111
Alentejo,Beja,Serpa,agriculture,2014-05-08,17:26:00,0,0,0.1,0,0.1,0,8,May,27.4,0,11.5,19.1,37.9575,-7.42305555555556
Beira Litoral,Viseu,Lamego,firepit,2014-04-11,22:58:00,0,0.001,0,0.001,0.001,0,11,April,17.9,0,10.9,13.7,41.0827777777778,-7.7875
Entre Douro e Minho,Viana do Castelo,Arcos de Valdevez,fire,2014-05-09,15:15:00,1.5,2.6,0,4.1,4.1,1,9,May,22,0,13.2,16.4,41.8108333333333,-8.505
Beira Interior,Guarda,Guarda,firepit,2014-05-15,02:27:00,0.002,0.02,0,0.022,0.022,1,15,May,29.4,0,15.3,22.3,40.4786111111111,-7.18777777777778
Entre Douro e Minho,Viana do Castelo,Arcos de Valdevez,firepit,2014-05-15,00:05:00,0,0.03,0,0.03,0.03,1,15,May,30.1,0,14.1,21,41.8372222222222,-8.49666666666667
Beira Litoral,Viseu,Viseu,firepit,2014-05-12,12:40:00,0,1e-04,0,1e-04,1e-04,0,12,May,24.2,0,8.6,15,40.6775,-7.92166666666667
Entre Douro e Minho,Braga,Guimarães,firepit,2014-05-12,14:25:00,0,0.2,0,0.2,0.2,0,12,May,20.1,0,7.6,13.8,41.5313888888889,-8.29944444444445
Beira Litoral,Leiria,Marinha Grande,agriculture,2014-05-12,19:51:00,0,0,0.001,0,0.001,0,12,May,24.2,0,8.6,15,39.7408333333333,-8.95138888888889
Beira Litoral,Viseu,Cinfães,firepit,2014-05-13,08:37:00,0,0.1,0,0.1,0.1,0,13,May,26.4,0,8.4,16.6,41.0816666666667,-8.09888888888889
Alentejo,Beja,Castro Verde,agriculture,2014-05-13,15:55:00,0,0,2.4,0,2.4,0,13,May,26.5,0,10.3,21.1,37.7588888888889,-7.93083333333333
Entre Douro e Minho,Braga,Vila Nova de Famalição,agriculture,2014-05-14,23:54:00,0,0,0.002,0,0.002,1,14,May,29.7,0,10.9,19.1,41.4105555555556,-8.51777777777778
Tras-dos-Montes,Bragança,Mirandela,firepit,2014-05-15,15:35:00,0,0.12,0,0.12,0.12,0,15,May,31.8,0,9,17.1,41.3877777777778,-7.16611111111111
Entre Douro e Minho,Viana do Castelo,Valença,agriculture,2014-05-15,16:36:00,0,0,0.04,0,0.04,0,15,May,30.1,0,14.1,21,42.0433333333333,-8.59138888888889
Beira Interior,Guarda,Figueira de Castelo Rodrigo,fire,2014-05-15,17:28:00,0.4,50.1,0,50.5,50.5,0,15,May,26.9,0,9,17.1,40.9108333333333,-7.07555555555556
Entre Douro e Minho,Viana do Castelo,Arcos de Valdevez,firepit,2014-05-15,17:58:00,0,0.04,0,0.04,0.04,1,15,May,30.1,0,14.1,21,41.9213888888889,-8.36055555555556
Alentejo,Portalegre,Ponte de Sor,fire,2014-06-13,13:54:00,1.4587,0,0,1.4587,1.4587,0,13,June,36.1,0,22.1,28.8,39.15,-8
Beira Litoral,Viseu,Cinfães,firepit,2014-05-03,04:25:00,0,0.001,0,0.001,0.001,0,3,May,26.4,0,14.9,19.2,41.0072222222222,-8.19
Alentejo,Beja,Odemira,agriculture,2014-06-17,14:58:00,0,0,0.663,0,0.663,1,17,June,24.4,0,20,21.5,37.525,-8.77722222222222
Beira Litoral,Aveiro,Santa Maria da Feira,firepit,2014-05-17,11:27:00,0,0.41,0,0.41,0.41,0,17,May,28.4,0,15,20.3,40.9811111111111,-8.43861111111111
Alentejo,Portalegre,Elvas,agriculture,2014-05-17,14:25:00,0,0,0.0753,0,0.0753,0,17,May,30.3,0,14.2,23.4,38.7786111111111,-7.2075
Entre Douro e Minho,Braga,Guimarães,firepit,2014-05-17,17:03:00,0.02,0,0,0.02,0.02,0,17,May,28.5,0,13.1,19.7,41.4113888888889,-8.27083333333333
Alentejo,Beja,Almodôvar,agriculture,2014-05-17,17:10:00,0,0,0.1,0,0.1,0,17,May,23.3,0,13.7,19.7,37.5163888888889,-8.18222222222222
Entre Douro e Minho,Braga,Pôvoa de Lanhoso,fire,2014-05-17,21:50:00,0.3,1,0,1.3,1.3,0,17,May,28.5,0,13.1,19.7,41.5633333333333,-8.24222222222222
Alentejo,Portalegre,Campo Maior,agriculture,2014-06-14,21:36:00,0,0,0.0207,0,0.0207,0,14,June,39.2,0,23.6,32.7,39,-7.06666666666667
Algarve,Faro,Monchique,fire,2014-04-09,10:41:00,0.2,1,0,1.2,1.2,0,9,April,24.4,0,13.6,20.8,37.3288888888889,-8.53805555555556
Ribatejo e Oeste,Santarém,Constância,fire,2014-06-19,17:08:00,0.3816,10,0,10.3816,10.3816,0,19,June,26.9,0,13.2,20.1,39.3666666666667,-8.26666666666667
Beira Litoral,Leiria,Alcobaça,agriculture,2014-06-20,10:50:00,0,0,0.15,0,0.15,0,20,June,24,0,16.4,18.4,39.4333333333333,-8.96666666666667
Ribatejo e Oeste,Santarém,Abrantes,firepit,2014-06-16,16:03:00,0.2,0,0,0.2,0.2,0,16,June,30.6,0,16.1,23.3,39.6,-8.16666666666667
Tras-dos-Montes,Vila Real,Montalegre,fire,2014-03-16,12:00:00,12.8,7,0,19.8,19.8,0,16,March,26.5,0,2.7,13.5,41.67,-7.91694444444444
Beira Litoral,Coimbra,Tábua,firepit,2014-03-16,17:01:00,0,0.05,0,0.05,0.05,0,16,March,22.7,0,8.9,14.2,40.3427777777778,-7.94638888888889
Beira Litoral,Viseu,Mortágua,fire,2014-03-11,13:56:00,1.1,0,0,1.1,1.1,0,11,March,22.3,0,10.6,16.1,40.4063888888889,-8.30694444444444
Entre Douro e Minho,Viana do Castelo,Viana do Castelo,firepit,2014-03-18,17:05:00,0,0.002,0,0.002,0.002,0,18,March,16.1,0,8.3,11.6,41.7630555555556,-8.78944444444445
Beira Litoral,Coimbra,Oliveira do Hospital,firepit,2014-03-20,16:49:00,0.25,0.05,0,0.3,0.3,0,20,March,17.2,0,7.7,11.9,40.3177777777778,-7.93166666666667
Entre Douro e Minho,Braga,Fafe,fire,2014-05-18,18:39:00,0,41,0,41,41,1,18,May,25,0,12.7,17,41.4980555555556,-8.15
Beira Litoral,Viseu,Oliveira de Frades,firepit,2014-03-15,18:45:00,0,1e-04,0,1e-04,1e-04,0,15,March,21.9,0.1,6.2,13.2,40.7819444444444,-8.2425
Entre Douro e Minho,Porto,Vila do Conde,firepit,2014-07-12,13:00:00,0.015,0,0,0.015,0.015,0,12,July,28.7,0,13.3,18.2,41.2761111111111,-8.71111111111111
Entre Douro e Minho,Viana do Castelo,Paredes de Coura,firepit,2014-03-16,12:40:00,0,0.25,0,0.25,0.25,0,16,March,24.1,0,7.4,13.5,41.9177777777778,-8.53944444444445
Entre Douro e Minho,Viana do Castelo,Viana do Castelo,fire,2014-03-16,23:09:00,0,1.288,0,1.288,1.288,0,16,March,24.1,0,7.4,13.5,41.6222222222222,-8.76027777777778
Entre Douro e Minho,Braga,Celorico de Basto,firepit,2014-03-15,16:24:00,0,0.5,0,0.5,0.5,0,15,March,22.8,0,3.2,12.5,41.3625,-8.03611111111111
Entre Douro e Minho,Porto,Marco de Canaveses,firepit,2014-05-15,02:35:00,0,0.06,0,0.06,0.06,0,15,May,30.1,0,14.1,21,41.2372222222222,-8.16361111111111
Entre Douro e Minho,Braga,Guimarães,agriculture,2014-05-15,05:47:00,0,0,0.005,0,0.005,0,15,May,30.1,0,14.1,21,41.5541666666667,-8.2025
Alentejo,Beja,Odemira,fire,2014-05-15,13:21:00,1.263,0,0,1.263,1.263,0,15,May,25,0,13.2,20.8,37.5075,-8.73638888888889
Beira Litoral,Viseu,Tondela,firepit,2014-05-16,14:20:00,0,0.05,0,0.05,0.05,0,16,May,29.2,0,15.8,20.6,40.5458333333333,-8.03444444444444
Entre Douro e Minho,Braga,Barcelos,fire,2014-03-13,16:01:00,22.7,0,0,22.7,22.7,0,13,March,20.3,0,8.5,13.2,41.5483333333333,-8.51777777777778
Tras-dos-Montes,Vila Real,Boticas,fire,2014-03-13,20:10:00,0,2,0,2,2,0,13,March,25.1,0,2.7,13.2,41.6891666666667,-7.88694444444444
Entre Douro e Minho,Porto,Amarante,firepit,2014-07-12,14:52:00,0.64,0,0,0.64,0.64,1,12,July,28.7,0,13.3,18.2,41.3,-8.08333333333333
Alentejo,Beja,Moura,agriculture,2014-06-21,00:50:00,0,0,10.5,0,10.5,0,21,June,26.6,0,16.8,20.3,38.1163888888889,-7.25666666666667
Alentejo,Beja,Beja,agriculture,2014-06-21,16:52:00,0,0,1.9,0,1.9,1,21,June,26.6,0,18.9,20.3,38.0266666666667,-7.85722222222222
Beira Interior,Guarda,Celorico da Beira,fire,2014-06-23,14:46:00,0,2,0,2,2,0,23,June,22.7,8.6,13.7,17,40.6352777777778,-7.44416666666667
Beira Litoral,Viseu,Cinfães,firepit,2014-03-17,20:01:00,0,0.5,0,0.5,0.5,0,17,March,19.4,0,5.7,10.7,41.0833333333333,-8.18333333333333
Entre Douro e Minho,Braga,Vieira do Minho,fire,2014-03-19,15:53:00,1,12,0,13,13,0,19,March,24.7,0,2.6,12.3,41.6763888888889,-7.99
Entre Douro e Minho,Braga,Guimarães,agriculture,2014-07-14,13:26:00,0,0,0.01,0,0.01,0,14,July,28,0,15.7,21.4,41.4,-8.36666666666667
Entre Douro e Minho,Braga,Pôvoa de Lanhoso,firepit,2014-06-14,16:00:00,0,0.7,0,0.7,0.7,0,14,June,31.1,0,16.6,23.2,41.5977777777778,-8.23055555555556
Beira Litoral,Viseu,Tondela,firepit,2014-06-15,04:18:00,0,0.02,0,0.02,0.02,1,15,June,32.2,0,19.6,25.1,40.5166666666667,-7.98333333333333
Beira Litoral,Aveiro,Aveiro,fire,2014-06-15,11:17:00,10.126,0,0,10.126,10.126,1,15,June,32.2,0,19.6,25.1,40.5666666666667,-8.56666666666667
Entre Douro e Minho,Viana do Castelo,Ponte de Lima,firepit,2014-06-15,15:19:00,0.97,0,0,0.97,0.97,0,15,June,30.2,0,17.8,24.1,41.8525,-8.56055555555556
Entre Douro e Minho,Porto,Amarante,firepit,2014-07-13,10:57:00,0,0.02,0,0.02,0.02,1,13,July,32,0,15.8,19.9,41.3363888888889,-8.02638888888889
Alentejo,Beja,Mértola,agriculture,2014-07-13,17:25:00,0,0,55.2,0,55.2,0,13,July,26.2,0,20.8,24.3,37.7666666666667,-7.81111111111111
Alentejo,Portalegre,Campo Maior,agriculture,2014-03-10,18:30:00,0,0,0.2713,0,0.2713,0,10,March,21.2,0,5.6,14.1,38.9863888888889,-7.11444444444444
Beira Litoral,Viseu,Santa Comba Dão,firepit,2014-03-10,14:33:00,0.05,0.03,0,0.08,0.08,0,10,March,23,0,6.1,15.4,40.3852777777778,-8.15472222222222
Tras-dos-Montes,Vila Real,Montalegre,firepit,2014-03-11,12:45:00,0,0.3,0,0.3,0.3,0,11,March,24.6,0,2,14.8,41.6975,-7.97472222222222
Entre Douro e Minho,Viana do Castelo,Arcos de Valdevez,fire,2014-05-12,14:29:00,1,0,0,1,1,0,12,May,20.1,0,7.6,13.8,41.8191666666667,-8.50055555555556
Ribatejo e Oeste,Lisboa,Sintra,agric_burn,2014-06-13,22:11:00,0,1e-04,0,1e-04,1e-04,0,13,June,33.4,0,22.9,26.2,38.7741666666667,-9.36944444444444
Beira Interior,Castelo Branco,Vila Velha de Rodão,agriculture,2014-06-14,11:28:00,0,0,0.2574,0,0.2574,0,14,June,36.2,0,21.8,28.6,39.65,-7.63333333333333
Alentejo,Beja,Beja,agriculture,2014-06-15,01:25:00,0,0,6.7,0,6.7,1,15,June,34,0,20,30.4,37.8702777777778,-7.89027777777778
Entre Douro e Minho,Braga,Pôvoa de Lanhoso,firepit,2014-06-16,03:29:00,0,0.6,0,0.6,0.6,0,16,June,30.2,0,15.8,22.3,41.6155555555556,-8.19861111111111
Beira Litoral,Aveiro,Vagos,agriculture,2014-05-17,17:40:00,0,0,0.0013,0,0.0013,0,17,May,28.4,0,15,20.3,40.5,-8.66666666666667
Entre Douro e Minho,Viana do Castelo,Ponte da Barca,firepit,2014-06-15,19:14:00,0,0.05,0,0.05,0.05,0,15,June,30.2,0,17.8,24.1,41.85,-8.26666666666667
Entre Douro e Minho,Viana do Castelo,Viana do Castelo,firepit,2014-06-15,13:00:00,0,0.01,0,0.01,0.01,0,15,June,30.2,0,17.8,24.1,41.6708333333333,-8.665
Ribatejo e Oeste,Lisboa,Loures,agric_burn,2014-05-19,17:10:00,0,0,0.001,0,0.001,0,19,May,19.7,5,12.4,15.4,38.8,-9.15
Beira Litoral,Leiria,Caldas da Rainha,agriculture,2014-05-27,17:30:00,0,0,0.03,0,0.03,0,27,May,21.2,0.9,12.3,13.6,39.4191666666667,-9.12388888888889
Tras-dos-Montes,Bragança,Macedo de Cavaleiros,firepit,2014-05-28,16:50:00,0.12,0,0,0.12,0.12,0,28,May,19.4,0,10.1,14.1,41.4166666666667,-6.86666666666667
Entre Douro e Minho,Braga,Vila Verde,firepit,2014-05-13,16:25:00,0.8,0,0,0.8,0.8,1,13,May,21.2,0,7.2,14.3,41.6561111111111,-8.40972222222222
Beira Litoral,Aveiro,Oliveira de Azeméis,firepit,2014-05-13,17:37:00,0,0.415,0,0.415,0.415,0,13,May,26.4,0,8.4,16.6,40.8316666666667,-8.46194444444444
Entre Douro e Minho,Viana do Castelo,Ponte de Lima,firepit,2014-05-14,14:22:00,0,0.06,0,0.06,0.06,1,14,May,29.7,0,10.9,19.1,41.6866666666667,-8.625
Entre Douro e Minho,Viana do Castelo,Paredes de Coura,firepit,2014-05-14,12:05:00,0,0.1,0,0.1,0.1,0,14,May,29.7,0,10.9,19.1,41.8911111111111,-8.5725
Beira Interior,Castelo Branco,Castelo Branco,agriculture,2014-05-14,14:07:00,0,0,0.2579,0,0.2579,1,14,May,28.1,0,11.5,20.2,39.7961111111111,-7.38055555555556
Ribatejo e Oeste,Santarém,Santarém,agriculture,2014-05-14,14:13:00,0,0,0.0445,0,0.0445,0,14,May,29.1,0,18.2,21.8,39.2508333333333,-8.69027777777778
Ribatejo e Oeste,Setubal,Sines,firepit,2014-05-16,16:26:00,0,0.0096,0,0.0096,0.0096,0,16,May,25.6,0,20.4,19.9,37.9513888888889,-8.86083333333333
Entre Douro e Minho,Viana do Castelo,Monção,firepit,2014-05-18,13:21:00,0,0.1,0,0.1,0.1,0,18,May,25,0,12.7,17,42.0625,-8.49583333333333
Beira Litoral,Aveiro,Vale de Cambra,firepit,2014-05-17,22:05:00,0,0.045,0,0.045,0.045,0,17,May,28.4,0,15,20.3,40.8041666666667,-8.36111111111111
Entre Douro e Minho,Braga,Cabeceiras de Basto,firepit,2014-05-18,19:39:00,0,0.002,0,0.002,0.002,1,18,May,30.2,0,7.7,17,41.4702777777778,-7.93972222222222
Beira Litoral,Viseu,Cinfães,firepit,2014-05-18,23:11:00,0,0.001,0,0.001,0.001,0,18,May,26.7,0,10.7,18.4,41.0741666666667,-8.08138888888889
Entre Douro e Minho,Viana do Castelo,Ponte de Lima,firepit,2014-05-17,16:41:00,0.001,0,0,0.001,0.001,0,17,May,28.5,0,13.1,19.7,41.8594444444444,-8.56194444444444
Ribatejo e Oeste,Setubal,Alcochete,agriculture,2014-06-15,14:52:00,0,0,0.012,0,0.012,0,15,June,33.1,0,22,26.2,38.7166666666667,-8.96666666666667
Beira Litoral,Coimbra,Figueira da Foz,firepit,2014-06-15,16:49:00,0.025,0,0,0.025,0.025,1,15,June,32.2,0,19.6,25.1,40.1988888888889,-8.85638888888889
Alentejo,Beja,Moura,agriculture,2014-06-15,19:30:00,0,0,0.1,0,0.1,0,15,June,34.1,0,19.5,30.4,38.1566666666667,-7.45861111111111
Alentejo,Évora,Vendas Novas,firepit,2014-06-15,23:12:00,0.09,0,0,0.09,0.09,0,15,June,33.1,0,22,26.2,38.6336111111111,-8.51777777777778
Beira Litoral,Leiria,Peniche,agriculture,2014-06-20,03:13:00,0,0,0.002,0,0.002,0,20,June,24,0,16.4,18.4,39.3666666666667,-9.3
Alentejo,Portalegre,Campo Maior,agriculture,2014-06-20,12:03:00,0,0,6.8882,0,6.8882,0,20,June,28.3,0,15.1,22.1,39.0166666666667,-6.96666666666667
Entre Douro e Minho,Braga,Cabeceiras de Basto,agriculture,2014-06-21,00:05:00,0,0,0.1,0,0.1,1,21,June,27.2,12.8,13.6,17.9,41.55,-8.01666666666667
Beira Litoral,Leiria,Caldas da Rainha,agriculture,2014-06-21,21:12:00,0,0,1e-04,0,1e-04,0,21,June,23.6,0.1,17.9,18.2,39.4,-9.13333333333333
Tras-dos-Montes,Vila Real,Sabrosa,firepit,2014-05-10,19:22:00,0.5,0,0,0.5,0.5,0,10,May,25.8,0,10.6,18.8,41.2266666666667,-7.63666666666667
Tras-dos-Montes,Bragança,Torre de Moncorvo,fire,2014-05-11,14:31:00,0,4.17,0,4.17,4.17,0,11,May,24.3,0,11.7,17.1,41.2747222222222,-7.05083333333333
Ribatejo e Oeste,Santarém,Salvaterra de Magos,agriculture,2014-05-12,17:10:00,0,0,1.0247,0,1.0247,0,12,May,24.9,0,14,19.1,39.0336111111111,-8.76166666666667
Beira Litoral,Leiria,Castanheira de Pêra,fire,2014-05-12,15:46:00,2,0.2,0,2.2,2.2,0,12,May,24.2,0,8.6,15,39.9661111111111,-8.22333333333333
Ribatejo e Oeste,Santarém,Abrantes,firepit,2014-05-12,18:46:00,0,0.2239,0,0.2239,0.2239,0,12,May,28.9,0,14.1,20.6,39.4519444444444,-8.05333333333333
Beira Interior,Guarda,Figueira de Castelo Rodrigo,fire,2014-05-13,19:45:00,0.1,22.4,0,22.5,22.5,0,13,May,20.5,0,5.4,13.2,40.8644444444444,-7.10472222222222
Alentejo,Beja,Beja,agriculture,2014-06-17,19:15:00,0,0,1.6,0,1.6,1,17,June,24.4,0,20,22.9,38.0005555555556,-7.83611111111111
Entre Douro e Minho,Braga,Celorico de Basto,fire,2014-06-17,20:35:00,1,0.5,0,1.5,1.5,1,17,June,32,0,11.6,24.6,41.365,-8.04
Beira Litoral,Viseu,Tabuaço,firepit,2014-06-18,18:09:00,0,0.001,0,0.001,0.001,0,18,June,29.3,0,12,21.1,41.0333333333333,-7.53333333333333
Ribatejo e Oeste,Lisboa,Torres Vedras,agric_burn,2014-06-19,14:04:00,0,0.2,0,0.2,0.2,0,19,June,24,0,15.8,18.1,39.0338888888889,-9.29388888888889
Beira Interior,Guarda,Guarda,agric_burn,2014-03-11,14:02:00,0,0.005,0,0.005,0.005,0,11,March,19.8,0,8.6,13.9,40.4947222222222,-7.29916666666667
Entre Douro e Minho,Viana do Castelo,Arcos de Valdevez,firepit,2014-03-11,14:56:00,0,0.03,0,0.03,0.03,0,11,March,24.3,0,8.6,14.8,41.9577777777778,-8.25194444444444
Entre Douro e Minho,Braga,Vila Nova de Famalição,fire,2014-03-11,14:00:00,4.38,0,0,4.38,4.38,0,11,March,24.3,0,8.6,14.8,41.4111111111111,-8.505
Entre Douro e Minho,Viana do Castelo,Caminha,agriculture,2014-03-11,20:53:00,0,0,0.01,0,0.01,0,11,March,24.3,0,8.6,14.8,41.8155555555556,-8.81527777777778
Entre Douro e Minho,Braga,Celorico de Basto,firepit,2014-03-15,14:40:00,0,0.5,0,0.5,0.5,1,15,March,22.8,0,3.2,12.5,41.4391666666667,-8.01888888888889
Tras-dos-Montes,Vila Real,Montalegre,fire,2014-03-12,10:10:00,0,18,0,18,18,0,12,March,24.2,0,2.9,14.2,41.7802777777778,-7.80722222222222
Beira Litoral,Aveiro,Oliveira de Azeméis,firepit,2014-03-12,10:30:00,0,0.0015,0,0.0015,0.0015,0,12,March,22.3,0,10,15.2,40.9177777777778,-8.43555555555556
Tras-dos-Montes,Vila Real,Valpaços,firepit,2014-03-13,13:45:00,0,0.5,0,0.5,0.5,0,13,March,18.2,0,2.1,10.2,41.6391666666667,-7.29194444444444
Beira Litoral,Viseu,Tarouca,agric_burn,2014-03-13,23:00:00,0,0.001,0,0.001,0.001,0,13,March,19.8,0,7.6,12.8,40.9966666666667,-7.82722222222222
Beira Interior,Guarda,Guarda,agric_burn,2014-03-14,14:57:00,0,0.3,0,0.3,0.3,0,14,March,18.4,0,5.5,12.1,40.4580555555556,-7.19277777777778
Beira Litoral,Coimbra,Soure,firepit,2014-03-14,15:59:00,0,0.04,0,0.04,0.04,1,14,March,19.1,0,7.2,12.2,40.0075,-8.52166666666667
Ribatejo e Oeste,Santarém,Salvaterra de Magos,agriculture,2014-07-12,16:34:00,0,0,0.0372,0,0.0372,0,12,July,31.6,0,19.2,22,39.0166666666667,-8.78333333333333
Entre Douro e Minho,Viana do Castelo,Ponte de Lima,firepit,2014-03-15,09:11:00,0.01,0,0,0.01,0.01,1,15,March,21.8,0.1,7.1,12.5,41.7672222222222,-8.54888888888889
Beira Litoral,Aveiro,Vale de Cambra,fire,2014-03-19,19:48:00,0.15,12.45,0,12.6,12.6,0,19,March,22.9,0,9,14.6,40.8291666666667,-8.24222222222222
Beira Interior,Guarda,Guarda,agric_burn,2014-03-20,17:15:00,0,0,0.25,0,0.25,0,20,March,19.5,0,8.3,13.2,40.5661111111111,-7.18305555555556
Beira Interior,Guarda,Trancoso,firepit,2014-03-20,15:55:00,0.01,0.04,0,0.05,0.05,0,20,March,19.5,0,8.3,13.2,40.8369444444444,-7.28361111111111
Tras-dos-Montes,Vila Real,Ribeira de Pena,fire,2014-03-20,22:48:00,0,3.5,0,3.5,3.5,0,20,March,24,0,4.4,11.9,41.4561111111111,-7.86861111111111
Beira Litoral,Aveiro,Vale de Cambra,false_alarm,2014-05-15,13:20:00,0,0,0,0,0,0,15,May,30.5,0,17,22.8,40.8630555555556,-8.38666666666667
Entre Douro e Minho,Braga,Vila Nova de Famalição,firepit,2014-05-15,17:18:00,0,0.1,0,0.1,0.1,0,15,May,30.1,0,14.1,21,41.4152777777778,-8.54555555555556
Alentejo,Portalegre,Elvas,agriculture,2014-05-15,17:50:00,0,0,0.0219,0,0.0219,0,15,May,33,0,16.3,26.3,38.8755555555556,-7.15388888888889
Beira Litoral,Leiria,Leiria,agriculture,2014-05-15,20:27:00,0,0,0.005,0,0.005,0,15,May,30.5,0,17,22.8,39.6813888888889,-8.91527777777778
Beira Interior,Castelo Branco,Vila Velha de Rodão,firepit,2014-05-16,09:01:00,0,0.8689,0,0.8689,0.8689,0,16,May,28.1,0,15.8,22.4,39.6963888888889,-7.57638888888889
Entre Douro e Minho,Braga,Pôvoa de Lanhoso,fire,2014-05-16,11:29:00,1.32,5,0,6.32,6.32,0,16,May,31.2,0,14.2,21.3,41.5613888888889,-8.27083333333333
Entre Douro e Minho,Braga,Vila Verde,firepit,2014-05-16,17:18:00,0.4,0,0,0.4,0.4,0,16,May,31.2,0,14.2,21.3,41.6569444444444,-8.41
Entre Douro e Minho,Viana do Castelo,Viana do Castelo,agriculture,2014-05-17,21:05:00,0,0,0.01,0,0.01,0,17,May,28.5,0,13.1,19.7,41.6883333333333,-8.77305555555555
Entre Douro e Minho,Porto,Felgueiras,firepit,2014-06-16,14:09:00,0.2,0,0,0.2,0.2,0,16,June,30.2,0,15.8,22.3,41.3344444444444,-8.20916666666667
Entre Douro e Minho,Porto,Lousada,firepit,2014-06-18,12:15:00,0.47,0,0,0.47,0.47,0,18,June,24.3,0,16.4,19.5,41.3,-8.3
Entre Douro e Minho,Porto,Vila do Conde,fire,2014-06-18,19:00:00,1.52,0.17,0,1.69,1.69,0,18,June,24.3,0,16.4,19.5,41.2805555555556,-8.70944444444445
Alentejo,Portalegre,Fronteira,agriculture,2014-06-24,17:18:00,0,0,1e-04,0,1e-04,0,24,June,26.2,20,15.3,18.7,39.1,-7.7
Entre Douro e Minho,Braga,Vila Nova de Famalição,firepit,2014-03-10,12:55:00,0,0.5,0,0.5,0.5,0,10,March,26.1,0,11.6,17.7,41.3922222222222,-8.57638888888889
Tras-dos-Montes,Vila Real,Montalegre,firepit,2014-03-11,10:24:00,0,0.01,0,0.01,0.01,0,11,March,24.6,0,2,14.8,41.7830555555556,-7.80694444444444
Beira Litoral,Viseu,Tabuaço,firepit,2014-03-11,13:49:00,0,0.15,0,0.15,0.15,0,11,March,19.3,0,0.5,10.4,41.0938888888889,-7.52555555555556
Entre Douro e Minho,Viana do Castelo,Viana do Castelo,firepit,2014-03-16,09:53:00,0,0.444,0,0.444,0.444,1,16,March,24.1,0,7.4,13.5,41.7916666666667,-8.72916666666667
Beira Litoral,Leiria,Pedrogão Grande,firepit,2014-05-16,15:48:00,0.085,0.05,0,0.135,0.135,0,16,May,29.2,0,15.8,20.6,39.995,-8.14722222222222
Beira Litoral,Leiria,Leiria,agriculture,2014-05-17,15:05:00,0,0,0.02,0,0.02,0,17,May,28.4,0,15,20.3,39.7669444444444,-8.92472222222222
Entre Douro e Minho,Braga,Celorico de Basto,fire,2014-05-17,08:39:00,4,1,0,5,5,1,17,May,28.5,0,13.1,19.7,41.3719444444444,-8.06166666666667
Entre Douro e Minho,Braga,Pôvoa de Lanhoso,firepit,2014-05-18,16:55:00,0,0.06,0,0.06,0.06,0,18,May,25,0,12.7,17,41.5602777777778,-8.27166666666667
Beira Litoral,Aveiro,Oliveira de Azeméis,firepit,2014-05-16,14:37:00,0,0.0346,0,0.0346,0.0346,0,16,May,29.2,0,15.8,20.6,40.8163888888889,-8.47166666666667
Alentejo,Beja,Castro Verde,agriculture,2014-05-16,14:53:00,0,0,2.2,0,2.2,0,16,May,27.5,0,10.7,19.9,37.8072222222222,-7.97861111111111
Beira Interior,Guarda,Vila Nova de Foz Coa,fire,2014-05-18,14:34:00,0.1,51,0.1,51.1,51.2,0,18,May,26.1,0,7.5,17.8,40.9911111111111,-7.02527777777778
Ribatejo e Oeste,Santarém,Tomar,agriculture,2014-05-17,10:53:00,0,0,0.0151,0,0.0151,0,17,May,28.4,0,15,20.3,39.5252777777778,-8.42666666666667
Tras-dos-Montes,Vila Real,Ribeira de Pena,firepit,2014-05-18,23:30:00,0.4,0.3,0,0.7,0.7,1,18,May,30.2,0,7.7,17.8,41.6213888888889,-7.73222222222222
Beira Litoral,Aveiro,Arouca,fire,2014-03-10,19:00:00,0,1.46,0,1.46,1.46,0,10,March,23,0,11.6,15.4,40.9561111111111,-8.40722222222222
Beira Litoral,Viseu,Nelas,firepit,2014-03-11,18:14:00,0.35,0.009,0,0.359,0.359,0,11,March,22.3,0,10.6,16.1,40.5430555555556,-7.86027777777778
Entre Douro e Minho,Braga,Vieira do Minho,firepit,2014-03-11,13:41:00,0.1,0.4,0,0.5,0.5,0,11,March,24.3,0,8.6,14.8,41.6325,-8.12611111111111
