"id","region","district","municipality","parish","lat","lon","origin","alert_date","alert_hour","extinction_date","extinction_hour","firstInterv_date","firstInterv_hour","alert_source","village_area","vegetation_area","farming_area","village_veget_area","total_area","cause_type"
"110","-","Viana do Castelo","Viana do Castelo","União das freguesias de Subportela, Deocriste e Portela Susã","41:47:58","08:49:00","firepit",2015-04-05,"11:34:00",2015-04-05,"13:26:00",2015-04-05,"12:05:00",NA,0,0.01,0,0.01,0.01,"rekindling"
"111","-","Viseu","Viseu","União das freguesias de Couto de Baixo e Couto de Cima","40:42:19","07:55:30","firepit",2015-04-05,"15:19:00",2015-04-05,"18:18:00",2015-04-05,"15:35:00",NA,0.02,0.015,0,0.035,0.035,"rekindling"
"112","Entre Douro e Minho","Viana do Castelo","Monção","Riba de Mouro","41:59:54.8951999999963''","8:17:54.6035999999997''","fire",2015-04-05,"15:32:00",2015-04-05,"18:46:00",2015-04-05,"16:10:00",NA,0,2,0,2,2,"negligent"
"113","Entre Douro e Minho","Viana do Castelo","Viana do Castelo","Areosa","41:42:52.5167999999968''","8:51:40.7628000000018''","firepit",2015-04-05,"17:13:00",2015-04-05,"18:40:00",2015-04-05,"17:18:00",NA,0,0.04,0,0.04,0.04,"negligent"
"114","Entre Douro e Minho","Braga","Celorico de Basto","Basto (São Clemente)","41:27:58.1795999999986''","8:2:44.199599999997''","fire",2015-04-05,"18:31:00",2015-04-06,"02:05:00",2015-04-05,"18:40:00",NA,18,119,0,137,137,"intentional"
"115","Entre Douro e Minho","Porto","Penafiel","Recezinhos (São Mamede)","41:14:12.9839999999894''","8:13:6.94920000000295''","firepit",2015-04-05,"21:30:00",2015-04-05,"23:00:00",2015-04-05,"21:59:00",NA,0,0.08,0,0.08,0.08,"negligent"
"116","Beira Litoral","Aveiro","Mealhada","Casal Comba","40:19:42.9999999999899","8:28:33.6000000000031","firepit",2015-03-12,"15:18:00",2015-03-12,"18:00:00",2015-03-12,"15:30:00",NA,0.155,0.105,0,0.26,0.26,"intentional"
"117","-","Guarda","Guarda","Avelãs de Ambom","40:37:5.28999996000039","7:14:34.6999999200821","agric_burn",2015-03-13,"15:08:00",2015-03-13,"15:52:00",2015-03-13,"15:20:00",NA,0,0,0.01,0,0.01,"negligent"
"118","Entre Douro e Minho","Viana do Castelo","Valença","São Pedro da Torre","41:59:7.73880000000759''","8:39:45.8784''","fire",2015-03-13,"17:04:00",2015-03-13,"18:55:00",2015-03-13,"17:15:00",NA,0.5,2.104,0,2.604,2.604,"negligent"
"119","Trás-os-Montes","Viseu","Tarouca","Granja Nova","41:1:48.2087999999885''","7:43:5.296799999999''","firepit",2015-03-14,"16:50:00",2015-03-14,"17:45:00",2015-03-14,"17:05:00",NA,0,0.01,0,0.01,0.01,"negligent"
"120","Alentejo","Évora","Vendas Novas","Landeira","00:38:38","00:08:38","agriculture",2015-05-11,"12:18:00",2015-05-11,"14:30:00",2015-05-11,"12:52:00",NA,0,0,0.007,0,0.007,"negligent"
"121","Algarve","Faro","Portimão","Portimão","37:14:49.9099999999891","8:33:48.690000000001","fire",2015-02-17,"13:49:00",2015-02-17,"22:28:00",2015-02-17,"14:13:00",NA,2.7,85.7,0,88.4,88.4,"negligent"
"122","Entre Douro e Minho","Braga","Barcelos","Moure","41:30:4.23000000001252''","8:33:23.7024000000031''","agric_burn",2015-04-05,"05:54:00",2015-04-05,"06:45:00",2015-04-05,"06:00:00",NA,0.005,0,0,0.005,0.005,"rekindling"
"123","-","Viana do Castelo","Viana do Castelo","União das freguesias de Viana do Castelo (Santa Maria Maior e Monserrate) e Meadela","41:42:47","08:48:00","agriculture",2015-04-05,"07:28:00",2015-04-05,"08:25:00",2015-04-05,"07:31:00",NA,0,0,0.1,0,0.1,"negligent"
"124","Trás-os-Montes","Viseu","Tarouca","Tarouca","41:1:29.5643999999947''","7:47:9.39479999999861''","firepit",2015-04-05,"11:12:00",2015-04-05,"12:40:00",2015-04-05,"11:24:00",NA,0,0.1,0,0.1,0.1,"negligent"
"125","-","Viana Do Castelo","Ponte De Lima","Rendufe","41:38:14","08:34:16","firepit",2015-04-05,"13:42:00",2015-04-05,"14:12:00",2015-04-05,"13:45:00",NA,0,0.01,0,0.01,0.01,"intentional"
"126","-","Viseu","Resende","União das freguesias de Freigil e Miomães","41:04:37","08:00:53","firepit",2015-02-18,"17:33:00",2015-02-18,"19:10:00",2015-02-18,"18:02:00",NA,0.13,0.25,0,0.38,0.38,"negligent"
"127","Trás-os-Montes","Vila Real","Chaves","Redondelo","41:42:34.9679999999995","7:32:52.4500000000035","fire",2015-02-21,"16:24:00",2015-02-21,"17:59:00",2015-02-21,"16:50:00",NA,0,2,0,2,2,"negligent"
"128","Beira Interior","Castelo Branco","Castelo Branco","Castelo Branco","39:50:0.859199999987936''","7:27:55.5947999999986''","firepit",2015-02-23,"15:25:00",2015-02-23,"18:30:00",2015-02-23,"15:36:00",NA,0.3154,0,0,0.3154,0.3154,"negligent"
"129","Trás-os-Montes","Viseu","Lamego","Sande","41:7:22.8540000000083''","7:46:54.6816000000012''","firepit",2015-02-23,"16:10:00",2015-02-23,"17:20:00",2015-02-23,"16:30:00",NA,0,0.26,0,0.26,0.26,"negligent"
"130","Entre Douro e Minho","Braga","Póvoa de Lanhoso","Travassos","41:34:47.3268000000053''","8:12:5.22719999999907''","firepit",2015-03-09,"11:57:00",2015-03-09,"13:00:00",2015-03-09,"12:05:00",NA,0.58,0.02,0,0.6,0.6,"negligent"
"131","Trás-os-Montes","Vila Real","Chaves","Mairos","41:49:21.084000000011","7:21:41.7600000000005","fire",2015-03-10,"13:35:00",2015-03-10,"17:55:00",2015-03-10,"14:12:00",NA,0,3.2,0,3.2,3.2,"negligent"
"132","-","Vila Real","Montalegre","Padornelos","41:52:33","07:43:32","fire",2015-03-10,"18:30:00",2015-03-11,"00:40:00",2015-03-10,"19:30:00",NA,0,8,0,8,8,"negligent"
"133","Ribatejo e Oeste","Santarém","Coruche","Couço","38:59:20.5007999999913''","8:24:43.9020000000019''","agriculture",2015-03-11,"11:55:00",2015-03-11,"13:15:00",2015-03-11,"12:21:00",NA,0,0,0.003,0,0.003,"negligent"
"134","-","Santarém","Torres Novas","União das freguesias de Brogueira, Parceiros de Igreja e Alcorochel","39:25:41","08:33:06","agriculture",2015-03-07,"13:22:00",2015-03-07,"14:32:00",2015-03-07,"13:45:00",NA,0,0,0.1769,0,0.1769,"negligent"
"135","Beira Litoral","Viseu","Castro Daire","Mões","40:52:9.84720000000323''","7:54:32.1588000000008''","firepit",2015-03-07,"14:52:00",2015-03-07,"16:35:00",2015-03-07,"15:15:00",NA,0,0.04,0,0.04,0.04,"negligent"
"136","Ribatejo e Oeste","Lisboa","Mafra","Venda do Pinheiro","38:55:31.4975999999945''","9:13:42.8699999999975''","agric_burn",2015-03-08,"15:07:00",2015-03-08,"18:41:00",2015-03-08,"15:20:00",NA,0,0.2,0,0.2,0.2,"negligent"
"137","Trás-os-Montes","Vila Real","Peso da Régua","Sedielos","41:12:14.7420000000085''","7:52:4.93680000000111''","fire",2015-03-08,"13:50:00",2015-03-08,"16:30:00",2015-03-08,"14:30:00",NA,0,2,0,2,2,"negligent"
"138","-","Viana do Castelo","Melgaço","União das freguesias de Castro Laboreiro e Lamas de Mouro","42:06:20","08:17:21","agric_burn",2015-03-08,"14:56:00",2015-03-08,"15:46:00",2015-03-08,"14:59:00",NA,0,0.849,0,0.849,0.849,"negligent"
"139","Beira Litoral","Coimbra","Lousã","Serpins","40:9:52.340399999992''","8:11:28.0896000000007''","firepit",2015-03-08,"17:26:00",2015-03-08,"19:51:00",2015-03-08,"17:35:00",NA,0.1,0.2,0,0.3,0.3,"negligent"
"140","Alentejo","Beja","Mértola","São Sebastião dos Carros","37:31:23.099999999996","7:43:59.6000000000038","agriculture",2015-02-01,"16:22:00",2015-02-01,"19:30:00",2015-02-01,"17:04:00",NA,0,0,1.8,0,1.8,"intentional"
"141","Beira Litoral","Coimbra","Montemor-o-Velho","Tentúgal","40:13:29.4887999999912''","8:35:3.38999999999956''","agriculture",2015-02-08,"15:26:00",2015-02-08,"16:40:00",2015-02-08,"16:05:00",NA,0,0,0.002,0,0.002,"negligent"
"142","Ribatejo e Oeste","Santarém","Torres Novas","Ribeira Branca","39:29:33.3132000000012''","8:34:36.775199999998''","firepit",2015-02-08,"15:37:00",2015-02-08,"17:38:00",2015-02-08,"16:02:00",NA,0,0.1345,0,0.1345,0.1345,"negligent"
"143","-","Braga","Celorico de Basto","União das freguesias de Britelo, Gémeos e Ourilhe","41:23:42","08:01:40","firepit",2015-02-08,"16:07:00",2015-02-08,"17:45:00",2015-02-08,"16:20:00",NA,0,0.01,0,0.01,0.01,"intentional"
"144","Alentejo","Portalegre","Ponte de Sor","Longomel","39:21:18.3600000000007''","7:57:9.046799999999''","agriculture",2015-02-09,"16:23:00",2015-02-09,"17:50:00",2015-02-09,"16:35:00",NA,0,0,0.47063,0,0.47063,"negligent"
"145","Trás-os-Montes","Vila Real","Montalegre","Chã","41:46:42.4000000000058","7:48:43.6499999999999","firepit",2015-01-02,"15:15:00",2015-01-02,"16:10:00",2015-01-02,"15:25:00",NA,0,0.05,0,0.05,0.05,"negligent"
"146","Alentejo","Évora","Estremoz","Évora Monte (Santa Maria)","38:46:15.0000000000085","7:43:8.00000000000168","agric_burn",2015-01-02,"13:29:00",2015-01-02,"14:08:00",NA,"",NA,0,0,1e-04,0,1e-04,"negligent"
"147","Entre Douro e Minho","Porto","Paredes","Lordelo","41:14:54.0131999999977''","8:24:12.7799999999971''","firepit",2015-04-03,"18:25:00",2015-04-03,"20:10:00",2015-04-03,"18:30:00",NA,0,0.3,0,0.3,0.3,"negligent"
"148","Trás-os-Montes","Vila Real","Chaves","Vilarelho da Raia","41:50:57.8867999999943''","7:29:37.7232000000005''","fire",2015-04-03,"19:29:00",2015-04-04,"05:00:00",2015-04-03,"19:58:00",NA,0,17,0,17,17,"negligent"
"149","Entre Douro e Minho","Braga","Terras De Bouro","Chorense","41:41:46","08:16:00","fire",2015-02-10,"21:12:00",2015-02-10,"23:17:00",2015-02-10,"21:25:00",NA,0.5,1.2,0,1.7,1.7,"negligent"
"150","Entre Douro e Minho","Viana do Castelo","Viana do Castelo","Areosa","41:43:22.4616000000066''","8:50:27.8051999999974''","agriculture",2015-02-11,"00:39:00",2015-02-11,"01:30:00",2015-02-11,"00:45:00",NA,0,0,0.1,0,0.1,"negligent"
"151","Entre Douro e Minho","Porto","Paredes","Lordelo","41:14:55.0679999999949''","8:25:2.30880000000084''","firepit",2015-04-13,"13:54:00",2015-04-13,"16:20:00",2015-04-13,"14:02:00",NA,0.15,0,0,0.15,0.15,"negligent"
"152","Beira Litoral","Coimbra","Soure","Degracias","39:59:43.8684000000057''","8:32:33.3203999999984''","firepit",2015-04-13,"14:52:00",2015-04-13,"18:38:00",2015-04-13,"15:15:00",NA,0,0.35,0,0.35,0.35,"intentional"
"153","Ribatejo e Oeste","Leiria","Peniche","Peniche (Ajuda)","39:21:25.7975999999979''","9:22:36.5987999999983''","agriculture",2015-04-13,"15:04:00",2015-04-13,"15:45:00",2015-04-13,"15:15:00",NA,0,0,0.015,0,0.015,"negligent"
"154","Beira Litoral","Coimbra","Arganil","Pombeiro da Beira","40:14:1.84559999999919''","8:7:8.45399999999714''","fire",2015-04-13,"17:14:00",2015-04-13,"18:41:00",2015-04-13,"17:40:00",NA,1.02,0,0,1.02,1.02,"intentional"
"155","-","Guarda","Sabugal","Ruvina","40:25:1.80000000000007","7:2:4.75999999999878","agric_burn",2015-02-17,"13:43:00",2015-02-17,"16:05:00",2015-02-17,"14:00:00",NA,0,0.5,0,0.5,0.5,"negligent"
"156","Trás-os-Montes","Bragança","Vinhais","Vale das Fontes","41:43:14.8871999999966''","7:8:56.1443999999995''","fire",2015-02-17,"16:20:00",2015-02-17,"18:50:00",2015-02-17,"17:00:00",NA,0,1.68,0,1.68,1.68,"negligent"
"157","Beira Interior","Guarda","Sabugal","Rapoula do Côa","40:26:0.190000000002897","7:3:45.1499999999986","fire",2015-02-17,"14:59:00",2015-02-17,"22:02:00",2015-02-17,"15:20:00",NA,10,100,16,110,126,"negligent"
"158","Beira Interior","Guarda","Celorico da Beira","Carrapichana","40:34:3.75000000000853","7:28:23.0500000000004","firepit",2015-02-18,"11:29:00",2015-02-18,"12:30:00",2015-02-18,"11:40:00",NA,0,0.5,0,0.5,0.5,"negligent"
"159","Algarve","Faro","Loulé","Quarteira","37:5:46.2999999999937","8:5:21.2000000000003","agriculture",2015-02-18,"15:01:00",2015-02-18,"16:05:00",2015-02-18,"15:15:00",NA,0,0,1e-04,0,1e-04,"negligent"
"160","-","Santarém","Santarém","União das freguesias de Casével e Vaqueiros","39:24:38","08:36:53","agriculture",2015-02-18,"18:02:00",2015-02-18,"20:40:00",2015-02-18,"18:20:00",NA,0,0,3.0606,0,3.0606,"negligent"
"161","Ribatejo e Oeste","Leiria","Óbidos","Gaeiras","39:22:17.1479999999877''","9:7:17.3567999999977''","agriculture",2015-03-12,"11:50:00",2015-03-12,"12:35:00",2015-03-12,"12:05:00",NA,0,0,0.001,0,0.001,"negligent"
"162","Beira Litoral","Viseu","Vila Nova de Paiva","Vila Cova à Coelheira","40:52:54.5231999999874''","7:49:24.4848000000003''","firepit",2015-03-12,"18:52:00",2015-03-12,"20:25:00",2015-03-12,"19:10:00",NA,0,0.4,0,0.4,0.4,"intentional"
"163","Entre Douro e Minho","Viana do Castelo","Viana do Castelo","Perre","41:43:56.8560000000116''","8:47:7.7856000000007''","firepit",2015-03-13,"14:51:00",2015-03-13,"16:30:00",2015-03-13,"15:37:00",NA,0.1,0,0,0.1,0.1,"negligent"
"164","Ribatejo e Oeste","Santarém","Salvaterra de Magos","Foros de Salvaterra","39:0:36.0719999999901''","8:42:25.0668''","agriculture",2015-03-13,"13:07:00",2015-03-13,"16:58:00",2015-03-13,"13:08:00",NA,0,0,0.287,0,0.287,"negligent"
"165","Ribatejo e Oeste","Santarém","Torres Novas","Torres Novas (Salvador)","39:29:29.0219999999897''","8:30:55.3860000000007''","firepit",2015-03-13,"15:11:00",2015-03-13,"15:50:00",2015-03-13,"15:13:00",NA,0,0.0199,0,0.0199,0.0199,"negligent"
"166","Trás-os-Montes","Vila Real","Boticas","Beça","41:42:51.6347999999982''","7:44:21.4079999999998''","firepit",2015-04-03,"21:40:00",2015-04-03,"23:55:00",2015-04-03,"22:00:00",NA,0,0.5,0,0.5,0.5,"rekindling"
"167","Beira Interior","Guarda","Sabugal","Quadrazais","40:19:49.8999999999887","6:58:40.2400000000019","agric_burn",2015-04-03,"22:47:00",2015-04-03,"23:47:00",2015-04-03,"22:55:00",NA,0,0.01,0,0.01,0.01,"negligent"
"168","Entre Douro e Minho","Viana do Castelo","Arcos de Valdevez","Cabreiro","41:56:46.5431999999902''","8:21:19.7027999999997''","fire",2015-04-03,"22:57:00",2015-04-04,"03:30:00",2015-04-03,"23:30:00",NA,13,5.5,0,18.5,18.5,"intentional"
"169","Entre Douro e Minho","Porto","Paredes","Duas Igrejas","41:13:35.7960000000031''","8:22:58.5767999999976''","firepit",2015-04-04,"00:55:00",2015-04-04,"03:27:00",2015-04-04,"01:00:00",NA,0.08,0,0,0.08,0.08,"negligent"
"170","Trás-os-Montes","Vila Real","Boticas","Dornelas","41:38:29.2899998400071","7:52:49.4400000000314","firepit",2015-04-04,"11:01:00",2015-04-04,"12:10:00",2015-04-04,"11:45:00",NA,0,0.01,0,0.01,0.01,"negligent"
"171","Entre Douro e Minho","Vila Real","Ribeira de Pena","Alvadia","41:27:28.5804000000115''","7:46:22.3679999999992''","fire",2015-04-04,"12:59:00",2015-04-04,"18:40:00",2015-04-04,"13:15:00",NA,2,0.1,0,2.1,2.1,"negligent"
"172","Entre Douro e Minho","Viana do Castelo","Ponte de Lima","Vitorino dos Piães","41:40:51.2400000000042''","8:37:1.24680000000012''","fire",2015-03-06,"17:02:00",2015-03-06,"19:24:00",2015-03-06,"17:40:00",NA,1.3,1.2,0,2.5,2.5,"negligent"
"173","Ribatejo e Oeste","Santarém","Cartaxo","Pontével","39:8:57.3720000000048''","8:50:39.3540000000002''","agriculture",2015-03-06,"12:46:00",2015-03-06,"16:35:00",2015-03-06,"13:01:00",NA,0,0,1.1036,0,1.1036,"negligent"
"174","Alentejo","Portalegre","Campo Maior","Nossa Senhora da Expectação","39:0:40.3559999999942''","7:3:30.5460000000004''","agriculture",2015-03-06,"14:34:00",2015-03-06,"14:58:00",2015-03-06,"14:47:00",NA,0,0,2e-04,0,2e-04,"negligent"
"175","Trás-os-Montes","Vila Real","Murça","Murça","41:25:35.5260000000044''","7:28:43.5288000000001''","fire",2015-03-06,"16:39:00",2015-03-06,"00:00:00",2015-03-06,"16:55:00",NA,3,3,0,6,6,"intentional"
"176","Beira Litoral","Coimbra","Penacova","Friúmes","40:16:26.6520000000065''","8:12:40.7520000000022''","agriculture",2015-03-07,"11:54:00",2015-03-07,"12:32:00",NA,"",NA,0,0,1e-04,0,1e-04,"negligent"
"177","Entre Douro e Minho","Viana Do Castelo","Ponte Da Barca","Vila Chã (São João Baptista)","41:47:23.1827999999882''","8:19:17.5944000000028''","firepit",2015-03-30,"21:17:00",2015-03-30,"22:47:00",2015-03-30,"21:35:00",NA,0,0.5,0,0.5,0.5,"intentional"
"178","Beira Interior","Guarda","Sabugal","Souto","40:21:10.6399999999917","6:59:36.7700000000039","agric_burn",2015-03-30,"12:28:00",2015-03-30,"13:50:00",2015-03-30,"12:40:00",NA,0,2,0,2,2,"negligent"
"179","Alentejo","Portalegre","Ponte de Sor","Galveias","39:11:58.7472000000014''","7:59:16.8612000000005''","agriculture",2015-02-26,"18:08:00",2015-02-26,"19:20:00",2015-02-26,"18:37:00",NA,0,0,0.0696,0,0.0696,"negligent"
"180","Beira Interior","Castelo Branco","Fundão","Castelo Novo","40:4:56.1467999999911''","7:28:59.2248000000006''","firepit",2015-02-26,"12:08:00",2015-02-26,"15:35:00",2015-02-26,"13:00:00",NA,0,0.4325,0.1244,0.4325,0.5569,"negligent"
"181","Beira Litoral","Viseu","Nelas","Senhorim","40:32:29.0940000000023''","7:49:13.1303999999992''","firepit",2015-02-27,"19:41:00",2015-02-27,"20:34:00",2015-02-27,"20:07:00",NA,0.5366,0,0,0.5366,0.5366,"negligent"
"182","Trás-os-Montes","Vila Real","Chaves","Santa Leocádia","41:37:04","07:28:05","firepit",2015-03-02,"15:50:00",2015-03-02,"17:50:00",2015-03-02,"16:05:00",NA,0,0.01,0,0.01,0.01,"negligent"
"183","Beira Interior","Guarda","Gouveia","Rio Torto","40:31:29.5899999999898","7:39:42.7600000000032","agric_burn",2015-03-04,"12:08:00",2015-03-04,"13:18:00",2015-03-04,"12:35:00",NA,0,0.1,0,0.1,0.1,"negligent"
"184","Ribatejo e Oeste","Santarém","Torres Novas","Parceiros de Igreja","39:26:22.0272000000102''","8:35:41.6219999999974''","agriculture",2015-03-04,"15:06:00",2015-03-04,"17:30:00",2015-03-04,"15:35:00",NA,0,0,0.0428,0,0.0428,"negligent"
"185","Beira Litoral","Coimbra","Oliveira do Hospital","Nogueira do Cravo","40:20:0.603599999993776''","7:51:53.3267999999994''","firepit",2015-03-04,"19:00:00",2015-03-04,"20:05:00",2015-03-04,"19:10:00",NA,0,0.1,0,0.1,0.1,"negligent"
"186","Trás-os-Montes","Vila Real","Alijó","Vila Verde","41:19:58","07:34:43","firepit",2015-03-07,"13:10:00",2015-03-07,"15:53:00",2015-03-07,"13:40:00",NA,0.1,0.6,0,0.7,0.7,"negligent"
"187","-","Santarém","Torres Novas","União das freguesias de Brogueira, Parceiros de Igreja e Alcorochel","39:24:18","08:34:06","agriculture",2015-03-07,"14:11:00",2015-03-07,"15:30:00",2015-03-07,"14:21:00",NA,0,0,0.2055,0,0.2055,"negligent"
"188","-","Viseu","Sernancelhe","União das freguesias de Ferreirim e Macieira","40:56:46","07:29:49","fire",2015-03-07,"14:19:00",2015-03-07,"21:35:00",2015-03-07,"14:31:00",NA,0.3,10.6,0,10.9,10.9,"negligent"
"189","Trás-os-Montes","Vila Real","Boticas","Beça","41:42:22.9000000000116","7:44:33.6400000000032","fire",2015-03-08,"10:05:00",2015-03-08,"13:21:00",2015-03-08,"10:25:00",NA,11,7,0,18,18,"intentional"
"190","Trás-os-Montes","Bragança","Bragança","França","41:53:38.4360000000055''","6:44:46.4676000000014''","fire",2015-03-08,"12:55:00",2015-03-08,"18:00:00",2015-03-08,"13:20:00",NA,0,27.81,0,27.81,27.81,"negligent"
"191","Trás-os-Montes","Vila Real","Boticas","Beça","41:43:10","07:44:29","fire",2015-03-08,"13:22:00",2015-03-08,"16:30:00",2015-03-08,"13:30:00",NA,3,1,0,4,4,"negligent"
"192","-","Viseu","Resende","União das freguesias de Anreade e São Romão de Aregos","41:06:26","07:58:48","firepit",2015-03-11,"20:47:00",2015-03-11,"21:43:00",2015-03-11,"21:03:00",NA,0.02,0.03,0,0.05,0.05,"intentional"
"193","Beira Interior","Guarda","Figueira de Castelo Rodrigo","Reigada","40:46:47.800000000006","6:52:48.5000000000011","fire",2015-03-11,"17:30:00",2015-03-11,"18:25:00",2015-03-11,"17:49:00",NA,0,1.5,0,1.5,1.5,"negligent"
"194","Trás-os-Montes","Vila Real","Valpaços","Ervões","41:40:04","07:22:08","firepit",2015-03-11,"19:44:00",2015-03-11,"22:20:00",2015-03-11,"20:16:00",NA,0.1,0.1,0,0.2,0.2,"negligent"
"195","Ribatejo e Oeste","Setúbal","Montijo","Montijo","38:42:8.36279999999931''","8:58:32.5739999999972''","agriculture",2015-04-18,"18:23:00",2015-04-18,"18:50:00",2015-04-18,"18:30:00",NA,0,0,0.005,0,0.005,"negligent"
"196","Entre Douro e Minho","Viseu","Cinfães","Cinfães","41:3:44.3123999999966''","8:5:20.8067999999976''","firepit",2015-04-01,"21:14:00",2015-04-02,"00:50:00",2015-04-01,"21:18:00",NA,0,0.5,0,0.5,0.5,"negligent"
"197","-","Coimbra","Arganil","União das freguesias de Vila Cova de Alva e Anseriz","40:15:59","07:55:46","agriculture",2015-04-02,"12:28:00",2015-04-02,"14:10:00",2015-04-02,"12:40:00",NA,0,0,0.02,0,0.02,"negligent"
"198","Entre Douro e Minho","Porto","Marco de Canaveses","Vila Boa do Bispo","41:7:47.3375999999934''","8:13:12.2412000000008''","firepit",2015-03-07,"15:18:00",2015-03-07,"16:25:00",2015-03-07,"15:35:00",NA,0,0.14,0,0.14,0.14,"negligent"
"199","-","Guarda","Gouveia","Vila Nova de Tazem","40:29:34.0241303359397","7:41:26.1648559570313","firepit",2015-03-08,"17:51:00",2015-03-08,"19:25:00",2015-03-08,"18:05:00",NA,0.08,0,0,0.08,0.08,"intentional"
"200","Entre Douro e Minho","Vila Real","Ribeira de Pena","Cerva","41:27:43.5023999999902''","7:50:39.3396000000013''","fire",2015-03-08,"13:10:00",2015-03-08,"14:30:00",2015-03-08,"13:25:00",NA,0,2.5,0,2.5,2.5,"negligent"
"201","Trás-os-Montes","Vila Real","Boticas","Sapiãos","41:42:40.7799999999912","7:36:36.8400000000003","fire",2015-03-08,"15:50:00",2015-03-08,"22:00:00",2015-03-08,"16:05:00",NA,1.5,5,0,6.5,6.5,"negligent"
"202","Beira Litoral","Viseu","Viseu","Ribafeita","40:44:46.2408000000016''","8:0:6.11640000000122''","firepit",2015-03-08,"16:44:00",2015-03-08,"20:05:00",2015-03-08,"17:00:00",NA,0,0.8,0,0.8,0.8,"negligent"
"203","Entre Douro e Minho","Viseu","Cinfães","Nespereira","41:0:29.6640000000025''","8:9:2.86920000000265''","fire",2015-04-12,"19:56:00",2015-04-12,"23:58:00",2015-04-12,"20:16:00",NA,1.7,0.5,0,2.2,2.2,"intentional"
"204","Trás-os-Montes","Bragança","Carrazeda de Ansiães","Vilarinho da Castanheira","41:12:19.472400000011''","7:12:41.4899999999999''","firepit",2015-04-12,"21:15:00",2015-04-13,"00:42:00",2015-04-12,"21:40:00",NA,0,0.001,0,0.001,0.001,"negligent"
"205","Beira Litoral","Viseu","Tondela","Santiago de Besteiros","40:34:17.587199999989''","8:8:41.7515999999989''","fire",2015-04-13,"03:55:00",2015-04-13,"09:30:00",2015-04-13,"04:19:00",NA,1.5,0,0,1.5,1.5,"rekindling"
