region,district,municipality,origin,alert_date,alert_hour,village_area,vegetation_area,farming_area,village_veget_area,total_area,intentional_cause,max_temperature,precipitation,min_temperature,avg_temperature
Entre Douro e Minho,Braga,Celorico de Basto,firepit,2014-03-15,16:24:00,0,0.5,0,0.5,0.5,0,22.8,0,3.2,12.5
Entre Douro e Minho,Porto,Marco de Canaveses,firepit,2014-05-15,02:35:00,0,0.06,0,0.06,0.06,0,30.1,0,14.1,21
Entre Douro e Minho,Braga,Guimarães,agriculture,2014-05-15,05:47:00,0,0,0.005,0,0.005,0,30.1,0,14.1,21
Alentejo,Beja,Odemira,fire,2014-05-15,13:21:00,1.263,0,0,1.263,1.263,0,25,0,13.2,20.8
Beira Litoral,Viseu,Tondela,firepit,2014-05-16,14:20:00,0,0.05,0,0.05,0.05,0,29.2,0,15.8,20.6
Entre Douro e Minho,Braga,Barcelos,fire,2014-03-13,16:01:00,22.7,0,0,22.7,22.7,0,20.3,0,8.5,13.2
Tras-dos-Montes,Vila Real,Boticas,fire,2014-03-13,20:10:00,0,2,0,2,2,0,25.1,0,2.7,13.2
Entre Douro e Minho,Porto,Amarante,firepit,2014-07-12,14:52:00,0.64,0,0,0.64,0.64,1,28.7,0,13.3,18.2
Alentejo,Beja,Moura,agriculture,2014-06-21,00:50:00,0,0,10.5,0,10.5,0,26.6,0,16.8,20.3
Alentejo,Beja,Beja,agriculture,2014-06-21,16:52:00,0,0,1.9,0,1.9,1,26.6,0,18.9,20.3
Beira Interior,Guarda,Celorico da Beira,fire,2014-06-23,14:46:00,0,2,0,2,2,0,22.7,8.6,13.7,17
Beira Litoral,Viseu,Cinfães,firepit,2014-03-17,20:01:00,0,0.5,0,0.5,0.5,0,19.4,0,5.7,10.7
Entre Douro e Minho,Braga,Vieira do Minho,fire,2014-03-19,15:53:00,1,12,0,13,13,0,24.7,0,2.6,12.3
Entre Douro e Minho,Braga,Guimarães,agriculture,2014-07-14,13:26:00,0,0,0.01,0,0.01,0,28,0,15.7,21.4
Entre Douro e Minho,Braga,Pôvoa de Lanhoso,firepit,2014-06-14,16:00:00,0,0.7,0,0.7,0.7,0,31.1,0,16.6,23.2
Beira Litoral,Viseu,Tondela,firepit,2014-06-15,04:18:00,0,0.02,0,0.02,0.02,1,32.2,0,19.6,25.1
Beira Litoral,Aveiro,Aveiro,fire,2014-06-15,11:17:00,10.126,0,0,10.126,10.126,1,32.2,0,19.6,25.1
Entre Douro e Minho,Viana do Castelo,Ponte de Lima,firepit,2014-06-15,15:19:00,0.97,0,0,0.97,0.97,0,30.2,0,17.8,24.1
Entre Douro e Minho,Porto,Amarante,firepit,2014-07-13,10:57:00,0,0.02,0,0.02,0.02,1,32,0,15.8,19.9
Alentejo,Beja,Mértola,agriculture,2014-07-13,17:25:00,0,0,55.2,0,55.2,0,26.2,0,20.8,24.3
Alentejo,Portalegre,Campo Maior,agriculture,2014-03-10,18:30:00,0,0,0.2713,0,0.2713,0,21.2,0,5.6,14.1
Beira Litoral,Viseu,Santa Comba Dão,firepit,2014-03-10,14:33:00,0.05,0.03,0,0.08,0.08,0,23,0,6.1,15.4
Tras-dos-Montes,Vila Real,Montalegre,firepit,2014-03-11,12:45:00,0,0.3,0,0.3,0.3,0,24.6,0,2,14.8
Entre Douro e Minho,Viana do Castelo,Arcos de Valdevez,fire,2014-05-12,14:29:00,1,0,0,1,1,0,20.1,0,7.6,13.8
Ribatejo e Oeste,Lisboa,Sintra,agric_burn,2014-06-13,22:11:00,0,1e-04,0,1e-04,1e-04,0,33.4,0,22.9,26.2
Beira Interior,Castelo Branco,Vila Velha de Rodão,agriculture,2014-06-14,11:28:00,0,0,0.2574,0,0.2574,0,36.2,0,21.8,28.6
Alentejo,Beja,Beja,agriculture,2014-06-15,01:25:00,0,0,6.7,0,6.7,1,34,0,20,30.4
Entre Douro e Minho,Braga,Pôvoa de Lanhoso,firepit,2014-06-16,03:29:00,0,0.6,0,0.6,0.6,0,30.2,0,15.8,22.3
Beira Litoral,Aveiro,Vagos,agriculture,2014-05-17,17:40:00,0,0,0.0013,0,0.0013,0,28.4,0,15,20.3
Entre Douro e Minho,Viana do Castelo,Ponte da Barca,firepit,2014-06-15,19:14:00,0,0.05,0,0.05,0.05,0,30.2,0,17.8,24.1
Entre Douro e Minho,Viana do Castelo,Viana do Castelo,firepit,2014-06-15,13:00:00,0,0.01,0,0.01,0.01,0,30.2,0,17.8,24.1
Ribatejo e Oeste,Lisboa,Loures,agric_burn,2014-05-19,17:10:00,0,0,0.001,0,0.001,0,19.7,5,12.4,15.4
Beira Litoral,Leiria,Caldas da Rainha,agriculture,2014-05-27,17:30:00,0,0,0.03,0,0.03,0,21.2,0.9,12.3,13.6
Tras-dos-Montes,Bragança,Macedo de Cavaleiros,firepit,2014-05-28,16:50:00,0.12,0,0,0.12,0.12,0,19.4,0,10.1,14.1
Entre Douro e Minho,Braga,Vila Verde,firepit,2014-05-13,16:25:00,0.8,0,0,0.8,0.8,1,21.2,0,7.2,14.3
Beira Litoral,Aveiro,Oliveira de Azeméis,firepit,2014-05-13,17:37:00,0,0.415,0,0.415,0.415,0,26.4,0,8.4,16.6
Entre Douro e Minho,Viana do Castelo,Ponte de Lima,firepit,2014-05-14,14:22:00,0,0.06,0,0.06,0.06,1,29.7,0,10.9,19.1
Entre Douro e Minho,Viana do Castelo,Paredes de Coura,firepit,2014-05-14,12:05:00,0,0.1,0,0.1,0.1,0,29.7,0,10.9,19.1
Beira Interior,Castelo Branco,Castelo Branco,agriculture,2014-05-14,14:07:00,0,0,0.2579,0,0.2579,1,28.1,0,11.5,20.2
Ribatejo e Oeste,Santarém,Santarém,agriculture,2014-05-14,14:13:00,0,0,0.0445,0,0.0445,0,29.1,0,18.2,21.8
Ribatejo e Oeste,Setubal,Sines,firepit,2014-05-16,16:26:00,0,0.0096,0,0.0096,0.0096,0,25.6,0,20.4,19.9
Entre Douro e Minho,Viana do Castelo,Monção,firepit,2014-05-18,13:21:00,0,0.1,0,0.1,0.1,0,25,0,12.7,17
Beira Litoral,Aveiro,Vale de Cambra,firepit,2014-05-17,22:05:00,0,0.045,0,0.045,0.045,0,28.4,0,15,20.3
Entre Douro e Minho,Braga,Cabeceiras de Basto,firepit,2014-05-18,19:39:00,0,0.002,0,0.002,0.002,1,30.2,0,7.7,17
Beira Litoral,Viseu,Cinfães,firepit,2014-05-18,23:11:00,0,0.001,0,0.001,0.001,0,26.7,0,10.7,18.4
Entre Douro e Minho,Viana do Castelo,Ponte de Lima,firepit,2014-05-17,16:41:00,0.001,0,0,0.001,0.001,0,28.5,0,13.1,19.7
Ribatejo e Oeste,Setubal,Alcochete,agriculture,2014-06-15,14:52:00,0,0,0.012,0,0.012,0,33.1,0,22,26.2
Beira Litoral,Coimbra,Figueira da Foz,firepit,2014-06-15,16:49:00,0.025,0,0,0.025,0.025,1,32.2,0,19.6,25.1
Alentejo,Beja,Moura,agriculture,2014-06-15,19:30:00,0,0,0.1,0,0.1,0,34.1,0,19.5,30.4
Alentejo,Évora,Vendas Novas,firepit,2014-06-15,23:12:00,0.09,0,0,0.09,0.09,0,33.1,0,22,26.2
Beira Litoral,Leiria,Peniche,agriculture,2014-06-20,03:13:00,0,0,0.002,0,0.002,0,24,0,16.4,18.4
Alentejo,Portalegre,Campo Maior,agriculture,2014-06-20,12:03:00,0,0,6.8882,0,6.8882,0,28.3,0,15.1,22.1
Entre Douro e Minho,Braga,Cabeceiras de Basto,agriculture,2014-06-21,00:05:00,0,0,0.1,0,0.1,1,27.2,12.8,13.6,17.9
Beira Litoral,Leiria,Caldas da Rainha,agriculture,2014-06-21,21:12:00,0,0,1e-04,0,1e-04,0,23.6,0.1,17.9,18.2
Tras-dos-Montes,Vila Real,Sabrosa,firepit,2014-05-10,19:22:00,0.5,0,0,0.5,0.5,0,25.8,0,10.6,18.8
Tras-dos-Montes,Bragança,Torre de Moncorvo,fire,2014-05-11,14:31:00,0,4.17,0,4.17,4.17,0,24.3,0,11.7,17.1
Ribatejo e Oeste,Santarém,Salvaterra de Magos,agriculture,2014-05-12,17:10:00,0,0,1.0247,0,1.0247,0,24.9,0,14,19.1
Beira Litoral,Leiria,Castanheira de Pêra,fire,2014-05-12,15:46:00,2,0.2,0,2.2,2.2,0,24.2,0,8.6,15
Ribatejo e Oeste,Santarém,Abrantes,firepit,2014-05-12,18:46:00,0,0.2239,0,0.2239,0.2239,0,28.9,0,14.1,20.6
Beira Interior,Guarda,Figueira de Castelo Rodrigo,fire,2014-05-13,19:45:00,0.1,22.4,0,22.5,22.5,0,20.5,0,5.4,13.2
Alentejo,Beja,Beja,agriculture,2014-06-17,19:15:00,0,0,1.6,0,1.6,1,24.4,0,20,22.9
Entre Douro e Minho,Braga,Celorico de Basto,fire,2014-06-17,20:35:00,1,0.5,0,1.5,1.5,1,32,0,11.6,24.6
Beira Litoral,Viseu,Tabuaço,firepit,2014-06-18,18:09:00,0,0.001,0,0.001,0.001,0,29.3,0,12,21.1
Ribatejo e Oeste,Lisboa,Torres Vedras,agric_burn,2014-06-19,14:04:00,0,0.2,0,0.2,0.2,0,24,0,15.8,18.1
Beira Interior,Guarda,Guarda,agric_burn,2014-03-11,14:02:00,0,0.005,0,0.005,0.005,0,19.8,0,8.6,13.9
Entre Douro e Minho,Viana do Castelo,Arcos de Valdevez,firepit,2014-03-11,14:56:00,0,0.03,0,0.03,0.03,0,24.3,0,8.6,14.8
Entre Douro e Minho,Braga,Vila Nova de Famalição,fire,2014-03-11,14:00:00,4.38,0,0,4.38,4.38,0,24.3,0,8.6,14.8
Entre Douro e Minho,Viana do Castelo,Caminha,agriculture,2014-03-11,20:53:00,0,0,0.01,0,0.01,0,24.3,0,8.6,14.8
Entre Douro e Minho,Braga,Celorico de Basto,firepit,2014-03-15,14:40:00,0,0.5,0,0.5,0.5,1,22.8,0,3.2,12.5
Tras-dos-Montes,Vila Real,Montalegre,fire,2014-03-12,10:10:00,0,18,0,18,18,0,24.2,0,2.9,14.2
Beira Litoral,Aveiro,Oliveira de Azeméis,firepit,2014-03-12,10:30:00,0,0.0015,0,0.0015,0.0015,0,22.3,0,10,15.2
Tras-dos-Montes,Vila Real,Valpaços,firepit,2014-03-13,13:45:00,0,0.5,0,0.5,0.5,0,18.2,0,2.1,10.2
Beira Litoral,Viseu,Tarouca,agric_burn,2014-03-13,23:00:00,0,0.001,0,0.001,0.001,0,19.8,0,7.6,12.8
Beira Interior,Guarda,Guarda,agric_burn,2014-03-14,14:57:00,0,0.3,0,0.3,0.3,0,18.4,0,5.5,12.1
Beira Litoral,Coimbra,Soure,firepit,2014-03-14,15:59:00,0,0.04,0,0.04,0.04,1,19.1,0,7.2,12.2
Ribatejo e Oeste,Santarém,Salvaterra de Magos,agriculture,2014-07-12,16:34:00,0,0,0.0372,0,0.0372,0,31.6,0,19.2,22
Entre Douro e Minho,Viana do Castelo,Ponte de Lima,firepit,2014-03-15,09:11:00,0.01,0,0,0.01,0.01,1,21.8,0.1,7.1,12.5
Beira Litoral,Aveiro,Vale de Cambra,fire,2014-03-19,19:48:00,0.15,12.45,0,12.6,12.6,0,22.9,0,9,14.6
Beira Interior,Guarda,Guarda,agric_burn,2014-03-20,17:15:00,0,0,0.25,0,0.25,0,19.5,0,8.3,13.2
Beira Interior,Guarda,Trancoso,firepit,2014-03-20,15:55:00,0.01,0.04,0,0.05,0.05,0,19.5,0,8.3,13.2
Tras-dos-Montes,Vila Real,Ribeira de Pena,fire,2014-03-20,22:48:00,0,3.5,0,3.5,3.5,0,24,0,4.4,11.9
Beira Litoral,Aveiro,Vale de Cambra,false_alarm,2014-05-15,13:20:00,0,0,0,0,0,0,30.5,0,17,22.8
Entre Douro e Minho,Braga,Vila Nova de Famalição,firepit,2014-05-15,17:18:00,0,0.1,0,0.1,0.1,0,30.1,0,14.1,21
Alentejo,Portalegre,Elvas,agriculture,2014-05-15,17:50:00,0,0,0.0219,0,0.0219,0,33,0,16.3,26.3
Beira Litoral,Leiria,Leiria,agriculture,2014-05-15,20:27:00,0,0,0.005,0,0.005,0,30.5,0,17,22.8
Beira Interior,Castelo Branco,Vila Velha de Rodão,firepit,2014-05-16,09:01:00,0,0.8689,0,0.8689,0.8689,0,28.1,0,15.8,22.4
Entre Douro e Minho,Braga,Pôvoa de Lanhoso,fire,2014-05-16,11:29:00,1.32,5,0,6.32,6.32,0,31.2,0,14.2,21.3
Entre Douro e Minho,Braga,Vila Verde,firepit,2014-05-16,17:18:00,0.4,0,0,0.4,0.4,0,31.2,0,14.2,21.3
Entre Douro e Minho,Viana do Castelo,Viana do Castelo,agriculture,2014-05-17,21:05:00,0,0,0.01,0,0.01,0,28.5,0,13.1,19.7
Entre Douro e Minho,Porto,Felgueiras,firepit,2014-06-16,14:09:00,0.2,0,0,0.2,0.2,0,30.2,0,15.8,22.3
Entre Douro e Minho,Porto,Lousada,firepit,2014-06-18,12:15:00,0.47,0,0,0.47,0.47,0,24.3,0,16.4,19.5
Entre Douro e Minho,Porto,Vila do Conde,fire,2014-06-18,19:00:00,1.52,0.17,0,1.69,1.69,0,24.3,0,16.4,19.5
Alentejo,Portalegre,Fronteira,agriculture,2014-06-24,17:18:00,0,0,1e-04,0,1e-04,0,26.2,20,15.3,18.7
Entre Douro e Minho,Braga,Vila Nova de Famalição,firepit,2014-03-10,12:55:00,0,0.5,0,0.5,0.5,0,26.1,0,11.6,17.7
Tras-dos-Montes,Vila Real,Montalegre,firepit,2014-03-11,10:24:00,0,0.01,0,0.01,0.01,0,24.6,0,2,14.8
Beira Litoral,Viseu,Tabuaço,firepit,2014-03-11,13:49:00,0,0.15,0,0.15,0.15,0,19.3,0,0.5,10.4
Entre Douro e Minho,Viana do Castelo,Viana do Castelo,firepit,2014-03-16,09:53:00,0,0.444,0,0.444,0.444,1,24.1,0,7.4,13.5
Beira Litoral,Leiria,Pedrogão Grande,firepit,2014-05-16,15:48:00,0.085,0.05,0,0.135,0.135,0,29.2,0,15.8,20.6
Beira Litoral,Leiria,Leiria,agriculture,2014-05-17,15:05:00,0,0,0.02,0,0.02,0,28.4,0,15,20.3
Entre Douro e Minho,Braga,Celorico de Basto,fire,2014-05-17,08:39:00,4,1,0,5,5,1,28.5,0,13.1,19.7
Entre Douro e Minho,Braga,Pôvoa de Lanhoso,firepit,2014-05-18,16:55:00,0,0.06,0,0.06,0.06,0,25,0,12.7,17
Beira Litoral,Aveiro,Oliveira de Azeméis,firepit,2014-05-16,14:37:00,0,0.0346,0,0.0346,0.0346,0,29.2,0,15.8,20.6
Alentejo,Beja,Castro Verde,agriculture,2014-05-16,14:53:00,0,0,2.2,0,2.2,0,27.5,0,10.7,19.9
Beira Interior,Guarda,Vila Nova de Foz Coa,fire,2014-05-18,14:34:00,0.1,51,0.1,51.1,51.2,0,26.1,0,7.5,17.8
Ribatejo e Oeste,Santarém,Tomar,agriculture,2014-05-17,10:53:00,0,0,0.0151,0,0.0151,0,28.4,0,15,20.3
Tras-dos-Montes,Vila Real,Ribeira de Pena,firepit,2014-05-18,23:30:00,0.4,0.3,0,0.7,0.7,1,30.2,0,7.7,17.8
Beira Litoral,Aveiro,Arouca,fire,2014-03-10,19:00:00,0,1.46,0,1.46,1.46,0,23,0,11.6,15.4
Beira Litoral,Viseu,Nelas,firepit,2014-03-11,18:14:00,0.35,0.009,0,0.359,0.359,0,22.3,0,10.6,16.1
Entre Douro e Minho,Braga,Vieira do Minho,firepit,2014-03-11,13:41:00,0.1,0.4,0,0.5,0.5,0,24.3,0,8.6,14.8
Entre Douro e Minho,Viana do Castelo,Arcos de Valdevez,fire,2014-03-16,09:45:00,0.5,1,0,1.5,1.5,1,24.1,0,7.4,13.5
Entre Douro e Minho,Viana do Castelo,Caminha,fire,2014-03-16,09:54:00,0,4.88,0,4.88,4.88,0,24.1,0,7.4,13.5
Beira Litoral,Viseu,Tondela,firepit,2014-03-15,16:26:00,0.005,0.015,0,0.02,0.02,0,21.9,0,6.2,13.2
Algarve,Faro,Monchique,firepit,2014-05-23,15:43:00,0,0.016,0,0.016,0.016,0,21.4,0,8.1,16.8
Algarve,Faro,Silves,agriculture,2014-05-24,22:00:00,0,0,0.0151,0,0.0151,0,22.7,0,11.1,17
Beira Litoral,Leiria,Nazaré,agriculture,2014-07-03,14:53:00,0,0,0.01,0,0.01,0,27.2,0,14.2,20
Ribatejo e Oeste,Santarém,Torres Novas,firepit,2014-06-30,21:36:00,0,0.0047,0,0.0047,0.0047,1,23.6,0,12.3,17.6
Tras-dos-Montes,Bragança,Bragança,fire,2014-03-12,12:13:00,0,1.27,0,1.27,1.27,0,18.8,0,4.3,11.6
Algarve,Faro,Castro Marim,firepit,2014-03-12,17:21:00,0,0.5,0,0.5,0.5,0,18.5,0,12.7,15.1
Beira Interior,Guarda,Guarda,agric_burn,2014-03-13,13:00:00,0,0.5,0,0.5,0.5,0,17.1,0,6.1,11.9
Beira Litoral,Viseu,Oliveira de Frades,firepit,2014-03-12,12:59:00,0.5,0.2,0,0.7,0.7,0,22.3,0,10,15.2
Tras-dos-Montes,Vila Real,Ribeira de Pena,fire,2014-03-14,13:00:00,0.2,1.3,0,1.5,1.5,0,22.4,0,2.9,9.4
Ribatejo e Oeste,Setubal,Almada,firepit,2014-07-12,03:28:00,0,0.005,0,0.005,0.005,1,31.6,0,19.2,22
Beira Interior,Guarda,Figueira de Castelo Rodrigo,firepit,2014-04-17,19:40:00,0,0.4,0,0.4,0.4,0,26.5,0,9.9,18.3
Tras-dos-Montes,Vila Real,Vila Pouca de Aguiar,firepit,2014-04-20,20:35:00,0,0.02,0,0.02,0.02,0,18,0.1,7.6,12.1
Alentejo,Beja,Mértola,agriculture,2014-04-27,12:58:00,0,0,0.01,0,0.01,0,26.2,0,14.8,16.3
Beira Interior,Guarda,Seia,firepit,2014-05-14,08:54:00,0.01,0,0,0.01,0.01,0,28.1,0,11.5,20.2
Beira Interior,Guarda,Figueira de Castelo Rodrigo,fire,2014-05-14,13:15:00,0,99.4,0,99.4,99.4,0,24,0,5.4,14.7
Entre Douro e Minho,Porto,Amarante,firepit,2014-05-14,16:50:00,0.09,0,0,0.09,0.09,1,29.7,0,4.7,20.4
Tras-dos-Montes,Bragança,Mogadouro,firepit,2014-05-16,17:40:00,0,0.1,0,0.1,0.1,0,26.3,0,11,18
Entre Douro e Minho,Braga,Pôvoa de Lanhoso,firepit,2014-05-17,15:55:00,0.25,0.32,0,0.57,0.57,0,28.5,0,13.1,19.7
Entre Douro e Minho,Porto,Marco de Canaveses,firepit,2014-05-17,19:15:00,0,0.04,0,0.04,0.04,0,28.4,0,15,20.3
Entre Douro e Minho,Viana do Castelo,Viana do Castelo,firepit,2014-05-17,22:11:00,0,0.05,0,0.05,0.05,0,28.5,0,13.1,19.7
Entre Douro e Minho,Braga,Celorico de Basto,firepit,2014-05-18,05:31:00,0.05,0.015,0,0.065,0.065,1,25,0,12.7,17
Ribatejo e Oeste,Santarém,Tomar,agriculture,2014-05-24,12:53:00,0,0,0.0075,0,0.0075,0,18.6,0,6.3,12.2
Tras-dos-Montes,Vila Real,Ribeira de Pena,firepit,2014-04-14,02:00:00,0.35,0,0,0.35,0.35,1,28,1.4,9.8,17.1
Beira Interior,Guarda,Sabugal,agric_burn,2014-03-27,14:42:00,0,1,0,1,1,0,11.2,0,2.6,7.4
Entre Douro e Minho,Viana do Castelo,Arcos de Valdevez,firepit,2014-04-12,21:22:00,0,0.05,0,0.05,0.05,1,23.5,0,9.2,15.4
Tras-dos-Montes,Bragança,Carrazeda de Ansiães,firepit,2014-04-14,15:40:00,0,0.001,0,0.001,0.001,0,23.1,1.4,10.3,17.1
Beira Litoral,Leiria,Pombal,firepit,2014-04-07,17:01:00,0.01,0.03,0,0.04,0.04,0,20.4,0,9.5,14.3
Beira Litoral,Aveiro,Mealhada,firepit,2014-04-09,12:34:00,0.41,0.154,0,0.564,0.564,0,25.6,0,12.8,19.9
Entre Douro e Minho,Viana do Castelo,Paredes de Coura,firepit,2014-04-13,15:42:00,0.5,0,0,0.5,0.5,0,25.4,0,10.9,16.6
Entre Douro e Minho,Braga,Guimarães,agriculture,2014-07-23,19:57:00,0,0,0.01,0,0.01,0,24.4,0.1,16,18.9
Ribatejo e Oeste,Santarém,Abrantes,agriculture,2014-07-12,17:42:00,0,0,0.0075,0,0.0075,0,31.6,0,14.2,18.3
Beira Litoral,Leiria,Caldas da Rainha,agriculture,2014-04-13,19:24:00,0,0,3e-04,0,3e-04,0,21.1,0,12,16.7
Beira Litoral,Viseu,Tondela,firepit,2014-04-16,21:05:00,0.06,0,0,0.06,0.06,1,22.6,0,11.9,16.3
Entre Douro e Minho,Viana do Castelo,Arcos de Valdevez,firepit,2014-04-17,01:54:00,0,0.05,0,0.05,0.05,1,26.7,0,10.1,17.4
Beira Litoral,Viseu,Vouzela,firepit,2014-05-25,22:35:00,0.001,0,0,0.001,0.001,0,17.7,0,7.9,12
Alentejo,Beja,Moura,agriculture,2014-05-30,12:50:00,0,0,73.2,0,73.2,0,26.2,0,13.5,18.8
Entre Douro e Minho,Braga,Terras de Bouro,firepit,2014-05-31,00:37:00,0.015,0.035,0,0.05,0.05,0,22.2,0,9.4,15.6
Entre Douro e Minho,Viana do Castelo,Viana do Castelo,firepit,2014-06-01,17:17:00,0,0.1,0,0.1,0.1,0,23.6,0,9.3,16.6
Tras-dos-Montes,Bragança,Carrazeda de Ansiães,firepit,2014-06-19,20:15:00,0,0.001,0,0.001,0.001,0,28.8,0,15,21.4
Ribatejo e Oeste,Santarém,Sardoal,agriculture,2014-06-20,11:36:00,0,0,0.146,0,0.146,0,26,0,14,19.9
Alentejo,Beja,Beja,agriculture,2014-06-21,17:13:00,0,0,0.0431,0,0.0431,1,26.6,0,18.9,20.3
Beira Litoral,Viseu,Mangualde,firepit,2014-06-21,02:08:00,0,0.1922,0,0.1922,0.1922,1,25.6,0,15.6,18.7
Beira Interior,Castelo Branco,Castelo Branco,agriculture,2014-06-21,11:35:00,0,0,0.4733,0,0.4733,0,25.6,0,15.6,18.7
Beira Litoral,Viseu,Castro Daire,fire,2014-03-10,15:51:00,0,2,0,2,2,1,23,0,4.1,15.4
Beira Litoral,Viseu,São Pedro do Sul,firepit,2014-05-10,04:00:00,0,0.5,0,0.5,0.5,0,22.8,0.2,13,15.9
Alentejo,Beja,Mértola,agriculture,2014-06-13,15:44:00,0,0,0.0248,0,0.0248,0,35.6,0,19.4,28.3
Entre Douro e Minho,Viana do Castelo,Ponte de Lima,firepit,2014-06-15,01:57:00,0.05,0,0,0.05,0.05,1,30.2,0,17.8,24.1
Entre Douro e Minho,Porto,Felgueiras,firepit,2014-06-15,02:59:00,0.2,0,0,0.2,0.2,0,30.2,0,17.8,24.1
Entre Douro e Minho,Porto,Baião,firepit,2014-06-01,19:50:00,0,5e-04,0,5e-04,5e-04,0,25.4,0,11.5,17.9
Beira Interior,Guarda,Mêda,fire,2014-06-02,15:36:00,0,10,3.5,10,13.5,0,25.7,0,9.6,18
Ribatejo e Oeste,Setubal,Moita,agriculture,2014-06-04,12:35:00,0,0,0.1298,0,0.1298,0,21.5,0,14.6,18.5
Tras-dos-Montes,Vila Real,Montalegre,firepit,2014-03-14,14:39:00,0,0.1,0,0.1,0.1,0,22.4,0,2.9,10.4
Entre Douro e Minho,Viana do Castelo,Ponte da Barca,firepit,2014-03-14,21:28:00,0,0.02,0,0.02,0.02,1,16.7,0,7.3,10.4
Entre Douro e Minho,Viana do Castelo,Viana do Castelo,firepit,2014-03-15,15:23:00,0.4,0,0,0.4,0.4,0,21.8,0.1,7.1,12.5
Beira Litoral,Viseu,Cinfães,firepit,2014-07-13,21:30:00,0.02,0,0,0.02,0.02,1,26.7,0,14.2,18.7
Beira Interior,Castelo Branco,Idanha-a-Nova,fire,2014-05-31,15:37:00,8.433,0,14.483,8.433,22.916,0,24.8,0,13,18.6
Ribatejo e Oeste,Santarém,Alpiarca,agriculture,2014-05-31,19:01:00,0,0,0.5,0,0.5,0,24.1,0,14.5,17.3
Beira Litoral,Aveiro,Castelo de Paiva,firepit,2014-05-04,14:32:00,0.01,0.1691,0,0.1791,0.1791,0,28.1,0,12.7,20
Tras-dos-Montes,Vila Real,Chaves,fire,2014-05-05,17:40:00,0.5,0.5,0,1,1,0,26.9,0,8.1,17.7
Beira Litoral,Coimbra,Coimbra,agriculture,2014-05-11,14:43:00,0,0,0.001,0,0.001,0,22.1,0,13.7,16.1
Ribatejo e Oeste,Santarém,Abrantes,firepit,2014-05-13,16:54:00,0,0.318,0,0.318,0.318,1,27,0,12.1,19.2
Entre Douro e Minho,Viana do Castelo,Ponte da Barca,firepit,2014-04-15,11:40:00,0,0.02,0,0.02,0.02,1,26.3,0,14.9,19.1
Entre Douro e Minho,Braga,Terras de Bouro,firepit,2014-04-16,00:36:00,0,0.5,0,0.5,0.5,0,21.3,0,11.6,15.2
Beira Litoral,Aveiro,Aveiro,agriculture,2014-04-21,10:53:00,0,0,0.0027,0,0.0027,0,18.9,2.8,10.7,13.6
Ribatejo e Oeste,Santarém,Santarém,agriculture,2014-04-27,17:44:00,0,0,0.6343,0,0.6343,0,21.1,0,12.2,15.4
Beira Litoral,Leiria,Pedrogão Grande,firepit,2014-04-28,18:30:00,0.05,0,0,0.05,0.05,0,19.7,0,8.2,13.4
Beira Interior,Guarda,Figueira de Castelo Rodrigo,agric_burn,2014-04-29,13:05:00,0,0.02,0,0.02,0.02,0,21.2,0,5.8,13.6
Ribatejo e Oeste,Santarém,Salvaterra de Magos,agriculture,2014-04-30,17:57:00,0,0,0.1388,0,0.1388,0,24.7,0,14.9,18.3
Beira Litoral,Viseu,Nelas,firepit,2014-07-04,20:58:00,0.0308,0,0,0.0308,0.0308,1,22.7,0.3,14.5,18
Ribatejo e Oeste,Setubal,Montijo,firepit,2014-07-06,03:40:00,0.05,0,0.0083,0.05,0.0583,1,22.9,4.9,17,18.2
Beira Interior,Guarda,Sabugal,fire,2014-07-07,20:01:00,3.5,3.5,0,7,7,1,28.1,0,11.3,19.2
Beira Interior,Guarda,Seia,agric_burn,2014-05-06,12:18:00,0,0,0.015,0,0.015,0,27.3,0,11.9,19.3
Tras-dos-Montes,Vila Real,Vila Pouca de Aguiar,fire,2014-05-07,16:10:00,0,4,0,4,4,0,26.2,0,10.6,18.9
Entre Douro e Minho,Porto,Felgueiras,fire,2014-05-08,14:32:00,1,0,0,1,1,1,20.6,0,11.3,14.9
Entre Douro e Minho,Viana do Castelo,Arcos de Valdevez,firepit,2014-05-09,11:25:00,0.5,0,0,0.5,0.5,1,22,0,13.2,16.4
Beira Interior,Guarda,Seia,firepit,2014-03-10,22:45:00,0.05,0,0,0.05,0.05,1,19.6,0,6.1,13.2
Tras-dos-Montes,Bragança,Vila Flor,firepit,2014-03-16,19:25:00,0,0.001,0,0.001,0.001,0,22,0,3.3,13.2
Tras-dos-Montes,Vila Real,Boticas,fire,2014-03-16,13:20:00,0.1,1.5,0,1.6,1.6,0,26.5,0,2.7,13.2
Beira Litoral,Viseu,Mangualde,firepit,2014-03-15,12:42:00,0,0.01,0,0.01,0.01,0,21.9,0,6.2,13.2
Tras-dos-Montes,Bragança,Carrazeda de Ansiães,firepit,2014-03-15,15:01:00,0,0.0054,0,0.0054,0.0054,0,19.5,0,3.2,11.6
Ribatejo e Oeste,Setubal,Montijo,agriculture,2014-06-15,22:18:00,0,0.0032,0.04,0.0032,0.0432,1,33.1,0,22,26.2
Ribatejo e Oeste,Setubal,Grandola,agriculture,2014-06-15,15:14:00,0,0,0.4169,0,0.4169,0,33.1,0,22,30.4
Entre Douro e Minho,Braga,Pôvoa de Lanhoso,firepit,2014-06-15,21:55:00,0.03,0.02,0,0.05,0.05,0,30.2,0,17.8,24.1
