"id","region","district","municipality","parish","lat","lon","origin","alert_date","alert_hour","extinction_date","extinction_hour","firstInterv_date","firstInterv_hour","alert_source","village_area","vegetation_area","farming_area","village_veget_area","total_area","intentional_cause"
108,"Ribatejo e Oeste","Santarém","Cartaxo","Pontével","39º9'17.442000000006''","8º51'9.32399999999745''","agriculture",2014-06-08 01:00:00,17:38:00,2014-06-08 01:00:00,20:30:00,2014-06-08 01:00:00,17:47:00,NA,0,0,2.685,0,2.685,0
109,"Ribatejo e Oeste","Santarém","Cartaxo","Valada","39º4'55.1388000000037''","8º45'50.7888000000008''","fire",2014-06-12 01:00:00,13:42:00,2014-06-12 01:00:00,15:12:00,2014-06-12 01:00:00,13:43:00,NA,0,3.193,0,3.193,3.193,0
110,"-","Braga","Barcelos","União das freguesias de Durrães e Tregosa","41º38'22''","8º41'24''","firepit",2014-05-15 01:00:00,18:46:00,2014-05-15 01:00:00,21:25:00,2014-05-15 01:00:00,18:50:00,NA,0,0.15,0,0.15,0.15,0
111,"Beira Litoral","Viseu","Viseu","Santos Evos","40º40'25''","7º49'27''","fire",2014-05-15 01:00:00,18:39:00,2014-05-15 01:00:00,20:42:00,2014-05-15 01:00:00,19:05:00,NA,0,2.2,0,2.2,2.2,1
112,"-","Guarda","Trancoso","Freches","40:43:55","07:21:17","firepit",2014-05-16 01:00:00,07:00:00,2014-05-16 01:00:00,09:15:00,2014-05-16 01:00:00,07:10:00,NA,0,0.3,0,0.3,0.3,0
113,"-","Aveiro","Oliveira de Azeméis","União das freguesias de Oliveira de Azeméis, Santiago da Riba-Ul, Ul, Macinhata da Seixa e Madail","40º50'7''","8º27'45''","firepit",2014-05-16 01:00:00,12:53:00,2014-05-16 01:00:00,14:20:00,2014-05-16 01:00:00,13:00:00,NA,0.133,0,0,0.133,0.133,1
114,"Beira Litoral","Aveiro","Aveiro","Esgueira","40º38'22''","8º35'39''","agriculture",2014-05-16 01:00:00,13:58:00,2014-05-16 01:00:00,14:55:00,2014-05-16 01:00:00,14:08:00,NA,0,0,0.0014,0,0.0014,0
115,"Entre Douro e Minho","Viana do Castelo","Arcos de Valdevez","Prozelo","41º48'46''","8º28'56''","firepit",2014-04-11 01:00:00,21:40:00,2014-04-11 01:00:00,22:40:00,2014-04-11 01:00:00,21:45:00,NA,0,0.05,0,0.05,0.05,1
116,"Ribatejo e Oeste","Santarém","Golegã","Azinhaga","39º20'55''","8º31'42''","agriculture",2014-05-15 01:00:00,16:33:00,2014-05-15 01:00:00,17:20:00,2014-05-15 01:00:00,16:39:00,NA,0,0,0.0242,0,0.0242,0
117,"Entre Douro e Minho","Viana do Castelo","Viana do Castelo","Lanheses","41º47'30''","8º43'45''","firepit",2014-05-16 01:00:00,15:06:00,2014-05-16 01:00:00,16:08:00,2014-05-16 01:00:00,15:08:00,NA,0,0.05,0,0.05,0.05,1
118,"Entre Douro e Minho","Viana do Castelo","Viana do Castelo","Areosa","41º41'18''","8º46'23''","agriculture",2014-05-17 01:00:00,15:11:00,2014-05-17 01:00:00,15:55:00,2014-05-17 01:00:00,15:17:00,NA,0,0,0.05,0,0.05,0
119,"Beira Interior","Guarda","Figueira de Castelo Rodrigo","Mata de Lobos","40:54:12","06:54:04","firepit",2014-05-18 01:00:00,16:22:00,2014-05-18 01:00:00,17:05:00,2014-05-18 01:00:00,16:38:00,NA,0,0.049,0,0.049,0.049,0
120,"-","Viseu","Lamego","Lamego (Almacave e Sé)","41º6'34''","7º48'39''","firepit",2014-05-17 01:00:00,13:44:00,2014-05-17 01:00:00,14:45:00,2014-05-17 01:00:00,13:47:00,NA,0,0.03,0,0.03,0.03,0
121,"Entre Douro e Minho","Braga","Vieira do Minho","Pinheiro","41º38'53''","8º14'46''","firepit",2014-05-18 01:00:00,09:18:00,2014-05-18 01:00:00,12:38:00,2014-05-18 01:00:00,09:40:00,NA,0,0.05,0,0.05,0.05,0
122,"Alentejo","Setúbal","Santiago do Cacém","Abela","37º59'40.5491999999958''","8º28'18.0047999999975''","agric_burn",2014-06-06 01:00:00,15:32:00,2014-06-06 01:00:00,18:35:00,2014-06-06 01:00:00,15:50:00,NA,0,0,0.0991,0,0.0991,0
123,"Alentejo","Beja","Serpa","Santa Maria","37:58:50","07:38:49","agriculture",2014-06-07 01:00:00,10:50:00,2014-06-07 01:00:00,11:20:00,2014-06-07 01:00:00,11:07:00,NA,0,0,7,0,7,0
124,"Entre Douro e Minho","Viana do Castelo","Viana do Castelo","Afife","41º46'25.7412000000039''","8º50'45.1139999999995''","firepit",2014-06-09 01:00:00,19:08:00,2014-06-09 01:00:00,20:12:00,2014-06-09 01:00:00,19:20:00,NA,0,0.02,0,0.02,0.02,0
125,"Entre Douro e Minho","Braga","Vila Nova de Famalicão","Brufe","41º24'38''","8º31'4''","firepit",2014-05-15 01:00:00,07:20:00,2014-05-15 01:00:00,09:10:00,2014-05-15 01:00:00,07:23:00,NA,0,0.2,0,0.2,0.2,0
126,"-","Guarda","Sabugal","Soito","40:21:25","06:58:01","agric_burn",2014-05-15 01:00:00,17:49:00,2014-05-15 01:00:00,18:02:00,2014-05-15 01:00:00,17:52:00,NA,0,0,0.00014,0,0.00014,0
127,"Entre Douro e Minho","Viana do Castelo","Arcos de Valdevez","Sabadim","41º48'39''","8º30'18''","firepit",2014-05-15 01:00:00,17:15:00,2014-05-15 01:00:00,17:57:00,2014-05-15 01:00:00,17:25:00,NA,0,0.5,0,0.5,0.5,0
128,"Entre Douro e Minho","Aveiro","Oliveira de Azeméis","Vila de Cucujães","40º51'28''","8º28'54''","firepit",2014-05-15 01:00:00,20:20:00,2014-05-15 01:00:00,21:55:00,2014-05-15 01:00:00,20:28:00,NA,0,0.013,0,0.013,0.013,0
129,"-","Bragança","Carrazeda de Ansiães","União das freguesias de Belver e Mogo de Malta","41º14'44''","7º16'26''","firepit",2014-03-10 00:00:00,15:45:00,2014-03-10 00:00:00,16:45:00,2014-03-10 00:00:00,15:55:00,NA,0,0.47,0,0.47,0.47,0
130,"Entre Douro e Minho","Aveiro","Vale de Cambra","São Pedro de Castelões","40º49'15''","8º24'18''","firepit",2014-03-10 00:00:00,13:55:00,2014-03-10 00:00:00,17:20:00,2014-03-10 00:00:00,14:10:00,NA,0,0.02,0,0.02,0.02,0
131,"-","Viseu","Oliveira de Frades","União das freguesias de Oliveira de Frades, Souto de Lafões e Sejães","40º46'55''","8º14'33''","firepit",2014-03-16 00:00:00,21:06:00,2014-03-16 00:00:00,22:50:00,2014-03-16 00:00:00,21:13:00,NA,0,0.001,0,0.001,0.001,1
132,"-","Guarda","Mêda","Carvalhal","40:52:12","07:16:47","fire",2014-03-17 00:00:00,18:40:00,2014-03-17 00:00:00,21:10:00,2014-03-17 00:00:00,19:20:00,NA,0.5,2.5,0,3,3,0
133,"Trás-os-Montes","Vila Real","Montalegre","Cabril","41º42'48''","8º2'12''","fire",2014-03-17 00:00:00,20:25:00,2014-03-17 00:00:00,23:00:00,2014-03-17 00:00:00,21:15:00,NA,0.5,0.5,0,1,1,0
134,"Beira Litoral","Viseu","Vouzela","São Miguel do Mato","40º44'0''","8º3'6''","firepit",2014-03-19 00:00:00,01:35:00,2014-03-19 00:00:00,03:30:00,2014-03-19 00:00:00,02:04:00,NA,0,0.001,0,0.001,0.001,0
135,"Trás-os-Montes","Viseu","Lamego","Lazarim","41º1'53''","7º50'43''","fire",2014-03-20 00:00:00,15:08:00,2014-03-20 00:00:00,18:45:00,2014-03-20 00:00:00,15:50:00,NA,3.1,0,0,3.1,3.1,0
136,"Beira Litoral","Coimbra","Oliveira do Hospital","Lourosa","40º22'7''","7º51'6''","firepit",2014-03-20 00:00:00,21:10:00,2014-03-20 00:00:00,23:10:00,2014-03-20 00:00:00,21:20:00,NA,0,0.1,0,0.1,0.1,0
137,"Ribatejo e Oeste","Santarém","Ourém","Caxarias","39º42'52''","8º32'43''","agriculture",2014-03-20 00:00:00,13:43:00,2014-03-20 00:00:00,14:18:00,2014-03-20 00:00:00,13:45:00,NA,0,0,0.0077,0,0.0077,0
138,"-","Vila Real","Mondim de Basto","União das freguesias de Campanhó e Paradança","41º22'52''","7º57'12''","firepit",2014-03-15 00:00:00,15:30:00,2014-03-15 00:00:00,16:30:00,2014-03-15 00:00:00,15:57:00,NA,0.15,0.1,0,0.25,0.25,0
139,"-","Bragança","Torre de Moncorvo","União das freguesias de Felgar e Souto da Velha","41º16'29''","7º3'3''","firepit",2014-03-16 00:00:00,22:10:00,2014-03-16 00:00:00,23:55:00,2014-03-16 00:00:00,22:10:00,NA,0,0.34,0,0.34,0.34,1
140,"Entre Douro e Minho","Viana do Castelo","Arcos de Valdevez","Soajo","41º57'28''","8º15'7''","fire",2014-03-17 00:00:00,14:12:00,2014-03-17 00:00:00,17:45:00,2014-03-17 00:00:00,14:13:00,NA,0,3,0,3,3,0
141,"Trás-os-Montes","Vila Real","Valpaços","Possacos","41º36'50''","7º16'28''","firepit",2014-03-17 00:00:00,13:10:00,2014-03-17 00:00:00,15:00:00,2014-03-17 00:00:00,13:25:00,NA,0.5,0,0,0.5,0.5,0
142,"Entre Douro e Minho","Viana do Castelo","Ponte de Lima","Serdedelo","41º45'59''","8º30'43''","firepit",2014-03-19 00:00:00,01:13:00,2014-03-19 00:00:00,02:30:00,2014-03-19 00:00:00,01:20:00,NA,0.8,0,0,0.8,0.8,0
143,"-","Coimbra","Oliveira do Hospital","União das freguesias de Penalva de Alva e São Sebastião da Feira","40º25'34''","7º53'17''","firepit",2014-03-18 00:00:00,14:34:00,2014-03-18 00:00:00,16:52:00,2014-03-18 00:00:00,14:50:00,NA,0.24,0,0,0.24,0.24,0
144,"Beira Interior","Guarda","Guarda","Alvendre","40:35:53","07:14:39","agric_burn",2014-03-18 00:00:00,17:27:00,2014-03-18 00:00:00,19:20:00,2014-03-18 00:00:00,18:00:00,NA,0,0.5,0,0.5,0.5,0
145,"-","Viana do Castelo","Arcos de Valdevez","União das freguesias de Souto e Tabaçô","41º49'24''","8º26'1''","firepit",2014-03-19 00:00:00,13:18:00,2014-03-19 00:00:00,14:23:00,2014-03-19 00:00:00,13:18:00,NA,0.035,0.1,0,0.135,0.135,1
146,"Entre Douro e Minho","Viana do Castelo","Viana do Castelo","Vila Nova de Anha","41º39'50.0291999999951''","8º48'14.8643999999987''","firepit",2014-06-11 01:00:00,16:48:00,2014-06-11 01:00:00,18:41:00,2014-06-11 01:00:00,17:00:00,NA,0.2,0,0,0.2,0.2,1
147,"-","Coimbra","Figueira da Foz","Lavos","40º5'16''","8º50'10''","agriculture",2014-06-11 01:00:00,17:59:00,2014-06-11 01:00:00,20:02:00,2014-06-11 01:00:00,18:09:00,NA,0,0,0.03,0,0.03,0
148,"Entre Douro e Minho","Viana do Castelo","Ponte da Barca","Cuide de Vila Verde","41º45'48.2867999999996''","8º23'51.7272000000024''","fire",2014-06-13 01:00:00,13:53:00,2014-06-13 01:00:00,17:38:00,2014-06-13 01:00:00,14:00:00,NA,1,0.35,0,1.35,1.35,1
149,"Entre Douro e Minho","Braga","Vieira do Minho","Parada do Bouro","41º40'46''","8º3'0''","fire",2014-05-14 01:00:00,23:31:00,2014-05-15 01:00:00,03:22:00,2014-05-14 01:00:00,23:43:00,NA,3,23,0,26,26,1
150,"Entre Douro e Minho","Braga","Vila Nova de Famalicão","Brufe","41º28'2''","8º29'50''","firepit",2014-05-16 01:00:00,05:56:00,2014-05-16 01:00:00,07:15:00,2014-05-16 01:00:00,06:05:00,NA,0,0.02,0,0.02,0.02,0
151,"Beira Litoral","Leiria","Pedrógão Grande","Pedrógão Grande","40º0'54''","8º9'13''","firepit",2014-05-16 01:00:00,08:58:00,2014-05-16 01:00:00,10:09:00,2014-05-16 01:00:00,09:15:00,NA,1e-04,0,0,1e-04,1e-04,0
152,"-","Viana do Castelo","Arcos de Valdevez","União das freguesias de Portela e Extremo","41º56'52''","8º23'59''","firepit",2014-05-17 01:00:00,16:14:00,2014-05-17 01:00:00,18:23:00,2014-05-17 01:00:00,16:20:00,NA,0,0.1,0,0.1,0.1,1
153,"-","Leiria","Pombal","União das freguesias de Santiago e São Simão de Litém e Albergaria dos Doze","39º50'49''","8º38'29''","firepit",2014-05-17 01:00:00,15:26:00,2014-05-17 01:00:00,17:40:00,2014-05-17 01:00:00,15:32:00,NA,0.3,0.03,0,0.33,0.33,1
154,"Entre Douro e Minho","Porto","Amarante","Jazente","41º20'36''","7º59'9''","firepit",2014-05-18 01:00:00,18:00:00,2014-05-18 01:00:00,21:45:00,2014-05-18 01:00:00,18:30:00,NA,0,0.1,0,0.1,0.1,0
155,"-","Coimbra","Coimbra","União das freguesias de São Martinho de Árvore e Lamarosa","40º12'19''","8º27'11''","firepit",2014-05-15 01:00:00,09:22:00,2014-05-15 01:00:00,10:55:00,2014-05-15 01:00:00,09:27:00,NA,0,0.007,0,0.007,0.007,1
156,"Algarve","Faro","Silves","São Marcos da Serra","37:20:09","08:20:22","firepit",2014-05-15 01:00:00,11:14:00,2014-05-15 01:00:00,12:15:00,2014-05-15 01:00:00,11:28:00,NA,0,0.001,0,0.001,0.001,0
157,"Entre Douro e Minho","Braga","Vieira do Minho","Louredo","41º40'20''","8º8'44''","fire",2014-05-15 01:00:00,21:27:00,2014-05-15 01:00:00,23:40:00,2014-05-15 01:00:00,21:43:00,NA,0,6.5,0,6.5,6.5,0
158,"Entre Douro e Minho","Braga","Terras de Bouro","Moimenta (Santo André)","41º43'20''","8º17'33''","firepit",2014-05-16 01:00:00,10:17:00,2014-05-16 01:00:00,11:05:00,2014-05-16 01:00:00,10:23:00,NA,0.15,0,0,0.15,0.15,0
159,"Alentejo","Portalegre","Monforte","Monforte","38º59'4''","7º25'15''","agriculture",2014-05-13 01:00:00,07:45:00,2014-05-13 01:00:00,08:57:00,2014-05-13 01:00:00,08:06:00,NA,0,0,1e-04,0,1e-04,0
160,"Beira Interior","Castelo Branco","Fundão","Alpedrinha","40º14'50''","7º17'28''","firepit",2014-05-08 01:00:00,18:19:00,2014-05-08 01:00:00,20:00:00,2014-05-08 01:00:00,18:50:00,NA,0.03,0,0,0.03,0.03,1
161,"Alentejo","Beja","Serpa","Pias","37º57'27''","7º25'23''","agriculture",2014-05-08 01:00:00,17:26:00,2014-05-08 01:00:00,19:00:00,2014-05-08 01:00:00,17:45:00,NA,0,0,0.1,0,0.1,0
162,"-","Viseu","Lamego","Lamego (Almacave e Sé)","41º4'58''","7º47'15''","firepit",2014-04-11 01:00:00,22:58:00,2014-04-11 01:00:00,23:51:00,2014-04-11 01:00:00,23:07:00,NA,0,0.001,0,0.001,0.001,0
163,"-","Viana do Castelo","Arcos de Valdevez","União das freguesias de Grade e Carralcova","41º48'39''","8º30'18''","fire",2014-05-09 01:00:00,15:15:00,2014-05-09 01:00:00,23:00:00,2014-05-09 01:00:00,15:15:00,NA,1.5,2.6,0,4.1,4.1,1
164,"Beira Interior","Guarda","Guarda","Vila Fernando","40:28:43","07:11:16","firepit",2014-05-15 01:00:00,02:27:00,2014-05-15 01:00:00,04:14:00,2014-05-15 01:00:00,02:46:00,NA,0.002,0.02,0,0.022,0.022,1
165,"Entre Douro e Minho","Viana do Castelo","Arcos de Valdevez","Miranda","41º50'14''","8º29'48''","firepit",2014-05-15 01:00:00,00:05:00,2014-05-15 01:00:00,01:28:00,2014-05-15 01:00:00,00:20:00,NA,0,0.03,0,0.03,0.03,1
166,"Beira Litoral","Viseu","Viseu","Abraveses","40º40'39''","7º55'18''","firepit",2014-05-12 01:00:00,12:40:00,2014-05-12 01:00:00,13:15:00,2014-05-12 01:00:00,12:49:00,NA,0,1e-04,0,1e-04,1e-04,0
167,"-","Braga","Guimarães","União das freguesias de Prazins Santo Tirso e Corvite","41º31'53''","8º17'58''","firepit",2014-05-12 01:00:00,14:25:00,2014-05-12 01:00:00,18:30:00,2014-05-12 01:00:00,14:35:00,NA,0,0.2,0,0.2,0.2,0
168,"Beira Litoral","Leiria","Marinha Grande","Marinha Grande","39º44'27''","8º57'5''","agriculture",2014-05-12 01:00:00,19:51:00,2014-05-12 01:00:00,20:14:00,2014-05-12 01:00:00,19:57:00,NA,0,0,0.001,0,0.001,0
169,"Entre Douro e Minho","Viseu","Cinfães","Cinfães","41º4'54''","8º5'56''","firepit",2014-05-13 01:00:00,08:37:00,2014-05-13 01:00:00,10:55:00,2014-05-13 01:00:00,08:55:00,NA,0,0.1,0,0.1,0.1,0
170,"Alentejo","Beja","Castro Verde","Entradas","37:45:32","07:55:51","agriculture",2014-05-13 01:00:00,15:55:00,2014-05-13 01:00:00,20:50:00,2014-05-13 01:00:00,16:30:00,NA,0,0,2.4,0,2.4,0
171,"Entre Douro e Minho","Braga","Vila Nova de Famalicão","Brufe","41º24'38''","8º31'4''","agriculture",2014-05-14 01:00:00,23:54:00,2014-05-15 01:00:00,00:50:00,2014-05-14 01:00:00,23:58:00,NA,0,0,0.002,0,0.002,1
172,"Alentejo","Évora","Redondo","Redondo","38:37:41","07:33:50","agric_burn",2014-05-11 01:00:00,15:31:00,2014-05-11 01:00:00,16:55:00,NA,NA,NA,0,0,0.35,0,0.35,0
173,"Trás-os-Montes","Bragança","Mirandela","Frechas","41º23'16''","7º9'58''","firepit",2014-05-15 01:00:00,15:35:00,2014-05-15 01:00:00,17:45:00,2014-05-15 01:00:00,15:55:00,NA,0,0.12,0,0.12,0.12,0
174,"-","Viana do Castelo","Valença","União das freguesias de Gondomil e Safins","42º2'36''","8º35'29''","agriculture",2014-05-15 01:00:00,16:36:00,2014-05-15 01:00:00,18:00:00,2014-05-15 01:00:00,16:45:00,NA,0,0,0.04,0,0.04,0
175,"-","Guarda","Figueira de Castelo Rodrigo","Vale de Afonsinho","40:54:39","07:04:32","fire",2014-05-15 01:00:00,17:28:00,2014-05-15 01:00:00,20:52:00,2014-05-15 01:00:00,17:43:00,NA,0.4,50.1,0,50.5,50.5,0
176,"Entre Douro e Minho","Viana do Castelo","Arcos de Valdevez","Gondoriz","41º55'17''","8º21'38''","firepit",2014-05-15 01:00:00,17:58:00,2014-05-15 01:00:00,20:10:00,2014-05-15 01:00:00,18:45:00,NA,0,0.04,0,0.04,0.04,1
177,"Alentejo","Portalegre","Ponte de Sor","Galveias","39º9'31.0031999999927''","8º0'23.0291999999992''","fire",2014-06-13 01:00:00,13:54:00,2014-06-13 01:00:00,15:15:00,2014-06-13 01:00:00,14:15:00,NA,1.4587,0,0,1.4587,1.4587,0
178,"Entre Douro e Minho","Viseu","Cinfães","Espadanedo","41º0'26''","8º11'24''","firepit",2014-05-03 01:00:00,04:25:00,2014-05-03 01:00:00,07:15:00,2014-05-03 01:00:00,04:55:00,NA,0,0.001,0,0.001,0.001,0
179,"Alentejo","Beja","Odemira","Zambujeira do Mar","37:31:30","08:46:38","agriculture",2014-06-17 01:00:00,14:58:00,2014-06-17 01:00:00,15:54:00,2014-06-17 01:00:00,15:15:00,NA,0,0,0.663,0,0.663,1
180,"-","Aveiro","Santa Maria da Feira","União das freguesias de Lobão, Gião, Louredo e Guisande","40º58'52''","8º26'19''","firepit",2014-05-17 01:00:00,11:27:00,2014-05-17 01:00:00,13:54:00,2014-05-17 01:00:00,11:38:00,NA,0,0.41,0,0.41,0.41,0
181,"Alentejo","Portalegre","Elvas","São Brás e São Lourenço","38º46'43''","7º12'27''","agriculture",2014-05-17 01:00:00,14:25:00,2014-05-17 01:00:00,16:08:00,2014-05-17 01:00:00,14:38:00,NA,0,0,0.0753,0,0.0753,0
182,"Entre Douro e Minho","Braga","Guimarães","Infantas","41º24'41''","8º16'15''","firepit",2014-05-17 01:00:00,17:03:00,2014-05-17 01:00:00,18:30:00,2014-05-17 01:00:00,17:15:00,NA,0.02,0,0,0.02,0.02,0
183,"-","Beja","Almodôvar","Gomes Aires","37:30:59","08:10:56","agriculture",2014-05-17 01:00:00,17:10:00,2014-05-17 01:00:00,18:25:00,2014-05-17 01:00:00,17:33:00,NA,0,0,0.1,0,0.1,0
184,"-","Braga","Póvoa de Lanhoso","Vilela","41:33:48","08:14:32","fire",2014-05-17 01:00:00,21:50:00,2014-05-18 01:00:00,00:50:00,2014-05-17 01:00:00,22:00:00,NA,0.3,1,0,1.3,1.3,0
185,"Alentejo","Portalegre","Campo Maior","Nossa Senhora da Expectação","39º0'31.7771999999877''","7º4'5.25719999999858''","agriculture",2014-06-14 01:00:00,21:36:00,2014-06-14 01:00:00,22:00:00,2014-06-14 01:00:00,21:38:00,NA,0,0,0.0207,0,0.0207,0
186,"Algarve","Faro","Monchique","Monchique","37:19:44","08:32:17","fire",2014-04-09 01:00:00,10:41:00,2014-04-09 01:00:00,12:00:00,2014-04-09 01:00:00,10:57:00,NA,0.2,1,0,1.2,1.2,0
187,"Ribatejo e Oeste","Santarém","Constância","Santa Margarida da Coutada","39º22'19.9811999999969''","8º16'20.5392000000026''","fire",2014-06-19 01:00:00,17:08:00,2014-06-19 01:00:00,20:17:00,2014-06-19 01:00:00,17:23:00,NA,0.3816,10,0,10.3816,10.3816,0
188,"Ribatejo e Oeste","Leiria","Alcobaça","Benedita","39º26'4.77600000000336''","8º58'13.9547999999974''","agriculture",2014-06-20 01:00:00,10:50:00,2014-06-20 01:00:00,14:00:00,2014-06-20 01:00:00,10:55:00,NA,0,0,0.15,0,0.15,0
189,"Ribatejo e Oeste","Santarém","Abrantes","Carvalhal","39º36'23.7888000000049''","8º10'57.9360000000001''","firepit",2014-06-16 01:00:00,16:03:00,2014-06-16 01:00:00,18:54:00,2014-06-16 01:00:00,16:09:00,NA,0.2,0,0,0.2,0.2,0
190,"Trás-os-Montes","Vila Real","Montalegre","Salto","41:40:12","07:55:01","fire",2014-03-16 00:00:00,12:00:00,2014-03-16 00:00:00,21:15:00,2014-03-16 00:00:00,12:30:00,NA,12.8,7,0,19.8,19.8,0
191,"-","Coimbra","Tábua","União das freguesias de Covas e Vila Nova de Oliveirinha","40º20'34''","7º56'47''","firepit",2014-03-16 00:00:00,17:01:00,2014-03-16 00:00:00,18:51:00,2014-03-16 00:00:00,17:12:00,NA,0,0.05,0,0.05,0.05,0
192,"Beira Litoral","Viseu","Mortágua","Espinho","40º24'23''","8º18'25''","fire",2014-03-11 00:00:00,13:56:00,2014-03-11 00:00:00,14:52:00,2014-03-11 00:00:00,14:15:00,NA,1.1,0,0,1.1,1.1,0
193,"Entre Douro e Minho","Viana do Castelo","Viana do Castelo","Outeiro","41º45'47''","8º47'22''","firepit",2014-03-18 00:00:00,17:05:00,2014-03-18 00:00:00,18:20:00,2014-03-18 00:00:00,17:20:00,NA,0,0.002,0,0.002,0.002,0
194,"Beira Litoral","Coimbra","Oliveira do Hospital","Lourosa","40º19'4''","7º55'54''","firepit",2014-03-20 00:00:00,16:49:00,2014-03-20 00:00:00,18:30:00,2014-03-20 00:00:00,17:05:00,NA,0.25,0.05,0,0.3,0.3,0
195,"-","Braga","Fafe","Revelhe","41:29:53","08:09:00","fire",2014-05-18 01:00:00,18:39:00,2014-05-18 01:00:00,21:22:00,2014-05-18 01:00:00,19:00:00,NA,0,41,0,41,41,1
196,"-","Viseu","Oliveira de Frades","União das freguesias de Oliveira de Frades, Souto de Lafões e Sejães","40º46'55''","8º14'33''","firepit",2014-03-15 00:00:00,18:45:00,2014-03-15 00:00:00,19:39:00,2014-03-15 00:00:00,18:50:00,NA,0,1e-04,0,1e-04,1e-04,0
197,"-","Porto","Vila do Conde","União das freguesias de Rio Mau e Arcos","41º16'34''","8º42'40''","firepit",2014-07-12 01:00:00,13:00:00,2014-07-12 01:00:00,14:20:00,2014-07-12 01:00:00,13:12:00,NA,0.015,0,0,0.015,0.015,0
198,"Entre Douro e Minho","Viana do Castelo","Paredes de Coura","Padornelo","41º55'4''","8º32'22''","firepit",2014-03-16 00:00:00,12:40:00,2014-03-16 00:00:00,14:05:00,2014-03-16 00:00:00,12:43:00,NA,0,0.25,0,0.25,0.25,0
199,"Entre Douro e Minho","Viana do Castelo","Viana do Castelo","Montaria","41º37'20''","8º45'37''","fire",2014-03-16 00:00:00,23:09:00,2014-03-17 00:00:00,01:15:00,2014-03-16 00:00:00,23:34:00,NA,0,1.288,0,1.288,1.288,0
200,"Entre Douro e Minho","Braga","Celorico de Basto","Arnoia","41:21:45","08:02:10","firepit",2014-03-15 00:00:00,16:24:00,2014-03-15 00:00:00,18:20:00,2014-03-15 00:00:00,16:35:00,NA,0,0.5,0,0.5,0.5,0
201,"-","Porto","Marco de Canaveses","Alpendorada, Várzea e Torrão","41º14'14''","8º9'49''","firepit",2014-05-15 01:00:00,02:35:00,2014-05-15 01:00:00,03:53:00,2014-05-15 01:00:00,02:45:00,NA,0,0.06,0,0.06,0.06,0
202,"Entre Douro e Minho","Braga","Guimarães","Azurém","41º33'15''","8º12'9''","agriculture",2014-05-15 01:00:00,05:47:00,2014-05-15 01:00:00,06:20:00,2014-05-15 01:00:00,05:50:00,NA,0,0,0.005,0,0.005,0
203,"-","Beja","Odemira","São Teotónio","37:30:27","08:44:11","fire",2014-05-15 01:00:00,13:21:00,2014-05-15 01:00:00,16:00:00,2014-05-15 01:00:00,13:40:00,NA,1.263,0,0,1.263,1.263,0
204,"Beira Litoral","Viseu","Tondela","Canas de Santa Maria","40º32'45''","8º2'4''","firepit",2014-05-16 01:00:00,14:20:00,2014-05-16 01:00:00,15:35:00,2014-05-16 01:00:00,14:35:00,NA,0,0.05,0,0.05,0.05,0
205,"Entre Douro e Minho","Braga","Barcelos","Moure","41º32'54''","8º31'4''","fire",2014-03-13 00:00:00,16:01:00,2014-03-13 00:00:00,22:10:00,2014-03-13 00:00:00,16:10:00,NA,22.7,0,0,22.7,22.7,0
206,"-","Vila Real","Boticas","Alturas do Barroso e Cerdedo","41º41'21''","7º53'13''","fire",2014-03-13 00:00:00,20:10:00,2014-03-13 00:00:00,22:28:00,2014-03-13 00:00:00,20:50:00,NA,0,2,0,2,2,0
207,"Entre Douro e Minho","Porto","Amarante","Telões","41º18'37.6991999999899''","8º5'52.9691999999976''","firepit",2014-07-12 01:00:00,14:52:00,2014-07-12 01:00:00,18:15:00,2014-07-12 01:00:00,15:10:00,NA,0.64,0,0,0.64,0.64,1
208,"Alentejo","Beja","Moura","Safara","38:06:59","07:15:24","agriculture",2014-06-21 01:00:00,00:50:00,2014-06-21 01:00:00,06:50:00,2014-06-21 01:00:00,02:38:00,NA,0,0,10.5,0,10.5,0
209,"Alentejo","Beja","Beja","Santa Maria da Feira","38:01:36","07:51:26","agriculture",2014-06-21 01:00:00,16:52:00,2014-06-21 01:00:00,18:30:00,2014-06-21 01:00:00,17:00:00,NA,0,0,1.9,0,1.9,1
210,"Beira Interior","Guarda","Celorico da Beira","Santa Maria","40:38:07","07:26:39","fire",2014-06-23 01:00:00,14:46:00,2014-06-23 01:00:00,18:55:00,2014-06-23 01:00:00,14:58:00,NA,0,2,0,2,2,0
211,"Entre Douro e Minho","Viseu","Cinfães","Espadanedo","41º5'18.2796000000025''","8º11'50.6364000000028''","firepit",2014-03-17 00:00:00,20:01:00,2014-03-17 00:00:00,22:50:00,2014-03-17 00:00:00,20:33:00,NA,0,0.5,0,0.5,0.5,0
